ENSECAG00000000001      MTPAP
ENSECAG00000000002	RPE
ENSECAG00000020386	PRSS54
ENSECAG00000020387	MRPS18C
ENSECAG00000020388	HOXD13
ENSECAG00000020390	MAMSTR
ENSECAG00000020392	AZI2
ENSECAG00000020394	SLC39A4
ENSECAG00000020397	YWHAB
ENSECAG00000020398	STK33
ENSECAG00000020399	CTHRC1
ENSECAG00000020400	ENO3
ENSECAG00000020401	NKTR
ENSECAG00000020402	FAM83E
ENSECAG00000020403	CSRNP2
ENSECAG00000020405	TRGC1
ENSECAG00000020407	MYBPC2
ENSECAG00000020408	PSMD7
ENSECAG00000020409	ERBB2
ENSECAG00000020410	FREM2
ENSECAG00000020411	FOLR3
ENSECAG00000020412	LDAH
ENSECAG00000020413	DCN
ENSECAG00000020414	OR2T8
ENSECAG00000020415	FAM162A
ENSECAG00000020416	ARPC3
ENSECAG00000020419	RAB3D
ENSECAG00000020421	TOMM34
ENSECAG00000020422	PCSK1
ENSECAG00000020423	PATE2
ENSECAG00000020424	HDAC7
ENSECAG00000020426	SNAPIN
ENSECAG00000020428	RP9
ENSECAG00000020429	C1QTNF9
ENSECAG00000020430	BBIP1
ENSECAG00000020431	SGK1
ENSECAG00000020432	CPD
ENSECAG00000020435	VPREB1
ENSECAG00000020436	DALRD3
ENSECAG00000020437	BCL2
ENSECAG00000020438	RASGEF1B
ENSECAG00000020439	ASIC5
ENSECAG00000020440	CCDC122
ENSECAG00000020441	GTF2E1
ENSECAG00000020442	C14orf1
ENSECAG00000020443	GSDMA
ENSECAG00000020445	RNF146
ENSECAG00000020446	SLC7A4
ENSECAG00000020447	RBM5
ENSECAG00000020448	UBE2T
ENSECAG00000020449	PARVG
ENSECAG00000020450	ZNF510
ENSECAG00000020451	COA7
ENSECAG00000020452	TNNC1
ENSECAG00000020453	MAPKAP1
ENSECAG00000020454	KLHDC8B
ENSECAG00000020455	TMEM262
ENSECAG00000020456	ZBTB7C
ENSECAG00000020457	IGKV2D-29
ENSECAG00000020458	KLHL33
ENSECAG00000020459	SEC13
ENSECAG00000020461	BMPR1A
ENSECAG00000020462	GSTP1
ENSECAG00000020463	HSPB1
ENSECAG00000020464	AJAP1
ENSECAG00000020465	FKBP4
ENSECAG00000020466	C21orf58
ENSECAG00000020467	SLC7A4
ENSECAG00000020469	VPS51
ENSECAG00000020470	C1orf210
ENSECAG00000020471	PAAF1
ENSECAG00000020472	KDSR
ENSECAG00000020473	CTIF
ENSECAG00000020474	ENST00000260433
ENSECAG00000020476	DCDC1
ENSECAG00000020477	FBXW4
ENSECAG00000020478	RALGDS
ENSECAG00000020479	GEMIN5
ENSECAG00000020480	ADPGK
ENSECAG00000020481	HERPUD2
ENSECAG00000020482	CALHM1
ENSECAG00000020484	TBCC
ENSECAG00000020485	PCOLCE2
ENSECAG00000020486	IL36RN
ENSECAG00000020489	SLITRK2
ENSECAG00000020490	TNFRSF17
ENSECAG00000020491	CD84
ENSECAG00000020493	TOP3B
ENSECAG00000020494	B3GALT2
ENSECAG00000020495	CALHM2
ENSECAG00000020496	PDZD9
ENSECAG00000020497	CCDC117
ENSECAG00000020498	C1orf174
ENSECAG00000020499	DNAJC24
ENSECAG00000020500	GLTSCR1L
ENSECAG00000020501	ARHGDIA
ENSECAG00000020503	MZB1
ENSECAG00000020505	GDF11
ENSECAG00000020506	MCM3
ENSECAG00000020508	RPS6KA2
ENSECAG00000020509	FIZ1
ENSECAG00000020511	GNAT3
ENSECAG00000020512	IMMP1L
ENSECAG00000020513	CEP89
ENSECAG00000020515	CFAP74
ENSECAG00000020516	GLOD5
ENSECAG00000020517	GINS4
ENSECAG00000020518	GNA14
ENSECAG00000020521	SUPT6H
ENSECAG00000020522	PRIMPOL
ENSECAG00000020523	RPS23
ENSECAG00000020524	C5orf45
ENSECAG00000020525	NUDT13
ENSECAG00000020528	TJP1
ENSECAG00000020530	RAI1
ENSECAG00000020531	AP002962.1
ENSECAG00000020532	RAN
ENSECAG00000020533	KEAP1
ENSECAG00000020534	DCST2
ENSECAG00000020535	DDIT3
ENSECAG00000020537	ADAM7
ENSECAG00000020538	CYC1
ENSECAG00000020539	KXD1
ENSECAG00000020540	DFFB
ENSECAG00000020541	RFPL4A
ENSECAG00000020542	RPL23A
ENSECAG00000020543	SH3D21
ENSECAG00000020544	GLIS3
ENSECAG00000020545	PKD2L2
ENSECAG00000020547	EEF2
ENSECAG00000020548	CASP14
ENSECAG00000020549	CPLX4
ENSECAG00000020551	AHCY
ENSECAG00000020552	GPR83
ENSECAG00000020553	IQCJ
ENSECAG00000020555	SYNPO2L
ENSECAG00000020556	SH3D21
ENSECAG00000020557	KIAA1522
ENSECAG00000020559	ZNF555
ENSECAG00000020560	LARGE1
ENSECAG00000020561	KDF1
ENSECAG00000020563	PIM1
ENSECAG00000020564	APPL2
ENSECAG00000020566	DYNC2LI1
ENSECAG00000020568	VRK3
ENSECAG00000020569	ATP13A1
ENSECAG00000020570	LMAN1
ENSECAG00000020572	PFDN2
ENSECAG00000020573	KPNA2
ENSECAG00000020575	TFG
ENSECAG00000020576	TMEM181
ENSECAG00000020578	PDCD1LG2
ENSECAG00000020581	HECTD4
ENSECAG00000020582	RBKS
ENSECAG00000020583	SMAD7
ENSECAG00000020584	PEMT
ENSECAG00000020585	GFRA2
ENSECAG00000020587	GM2A
ENSECAG00000020588	SLC7A13
ENSECAG00000020589	HDAC3
ENSECAG00000020590	ALDH5A1
ENSECAG00000020591	MOB2
ENSECAG00000020592	JUP
ENSECAG00000020594	ELAVL3
ENSECAG00000020595	IKBKG
ENSECAG00000020596	HMGB3
ENSECAG00000020597	PSMA2
ENSECAG00000020599	HOXD10
ENSECAG00000020600	RLIM
ENSECAG00000020601	ZYG11A
ENSECAG00000020602	NLRP4
ENSECAG00000020604	MPV17L2
ENSECAG00000020605	TRIM2
ENSECAG00000020606	FAM186B
ENSECAG00000020607	LRRN4
ENSECAG00000020608	DNM3
ENSECAG00000020610	NDUFB10
ENSECAG00000020611	M1AP
ENSECAG00000020612	SLC7A3
ENSECAG00000020613	SLC9A2
ENSECAG00000020614	DCBLD2
ENSECAG00000020615	SLC13A1
ENSECAG00000020616	TMTC3
ENSECAG00000020617	MED9
ENSECAG00000020618	C8orf58
ENSECAG00000020619	MSX1
ENSECAG00000020620	CDC16
ENSECAG00000020622	NAA60
ENSECAG00000020624	TSACC
ENSECAG00000020626	SDK2
ENSECAG00000020627	NOA1
ENSECAG00000020628	UGT2B17
ENSECAG00000020629	ELMOD3
ENSECAG00000020630	YTHDC2
ENSECAG00000020631	CISD2
ENSECAG00000020632	RPL3L
ENSECAG00000020633	CCT3
ENSECAG00000020634	NT5M
ENSECAG00000020635	TMCO3
ENSECAG00000020636	GALNT11
ENSECAG00000020637	PRRC2A
ENSECAG00000020639	GLIS2
ENSECAG00000020640	GZMB
ENSECAG00000020641	TNFRSF13C
ENSECAG00000020642	TFE3
ENSECAG00000020643	SAV1
ENSECAG00000020644	LTC4S
ENSECAG00000020646	MYBPH
ENSECAG00000020647	PLCB2
ENSECAG00000020648	PRG4
ENSECAG00000020649	COPS3
ENSECAG00000020650	TFCP2
ENSECAG00000020651	CCAR2
ENSECAG00000020652	ECHDC1
ENSECAG00000020653	TMEM39A
ENSECAG00000020654	LIX1L
ENSECAG00000020655	GOLGA7
ENSECAG00000020656	CLDND1
ENSECAG00000020658	ELP4
ENSECAG00000020660	UBA52
ENSECAG00000020661	BPIFA3
ENSECAG00000020663	NKAIN3
ENSECAG00000020665	RPL3
ENSECAG00000020666	ZNF311
ENSECAG00000020667	PRPF31
ENSECAG00000020669	LDHA
ENSECAG00000020670	ZNF25
ENSECAG00000020671	AP002962.1
ENSECAG00000020672	SYTL1
ENSECAG00000020673	ASPH
ENSECAG00000020674	NDUFB3
ENSECAG00000020675	RFK
ENSECAG00000020676	FAM134C
ENSECAG00000020677	LHCGR
ENSECAG00000020678	UBE2D3
ENSECAG00000020679	SMARCC2
ENSECAG00000020681	BAP1
ENSECAG00000020682	TTLL11
ENSECAG00000020684	C12orf49
ENSECAG00000020685	IGF2BP2
ENSECAG00000020688	CDADC1
ENSECAG00000020689	SPA17
ENSECAG00000020690	TIGD1
ENSECAG00000020693	HIF3A
ENSECAG00000020694	CEP290
ENSECAG00000020695	RNASEH1
ENSECAG00000020696	C21orf2
ENSECAG00000020699	PABPC1
ENSECAG00000020700	MIOX
ENSECAG00000020701	CAV3
ENSECAG00000020703	SULT1C3
ENSECAG00000020706	ZNF396
ENSECAG00000020708	MPV17
ENSECAG00000020709	RNF186
ENSECAG00000020710	DRC1
ENSECAG00000020711	FAM69A
ENSECAG00000020713	CLDN8
ENSECAG00000020714	HSD17B14
ENSECAG00000020715	SNTA1
ENSECAG00000020717	HELQ
ENSECAG00000020718	SEPT5
ENSECAG00000020719	APBB2
ENSECAG00000020720	CD38
ENSECAG00000020721	PPM1L
ENSECAG00000020722	INO80C
ENSECAG00000020723	SIGLEC6
ENSECAG00000020725	AP002962.1
ENSECAG00000020726	FH
ENSECAG00000020728	MNDA
ENSECAG00000020729	KRTAP19-2
ENSECAG00000020730	RNH1
ENSECAG00000020731	MXRA8
ENSECAG00000020734	SLC28A3
ENSECAG00000020735	RBPMS
ENSECAG00000020736	KRTAP22-1
ENSECAG00000020738	CDH26
ENSECAG00000020739	SLC39A1
ENSECAG00000020740	BTG1
ENSECAG00000020743	RINL
ENSECAG00000020744	SULT2A1
ENSECAG00000020745	DVL1
ENSECAG00000020746	DMTF1
ENSECAG00000020747	ENST00000252773
ENSECAG00000020748	CNGB3
ENSECAG00000020750	CLCF1
ENSECAG00000020751	NRG3
ENSECAG00000020752	DUPD1
ENSECAG00000020753	NRP1
ENSECAG00000020754	POU4F2
ENSECAG00000020755	CCT2
ENSECAG00000020756	CRYBB3
ENSECAG00000020758	C2orf70
ENSECAG00000020760	NUP133
ENSECAG00000020761	QSOX2
ENSECAG00000020763	MGST1
ENSECAG00000020764	SCARF1
ENSECAG00000020766	NHS
ENSECAG00000020767	IL7
ENSECAG00000020768	FMO2
ENSECAG00000020769	FGF1
ENSECAG00000020771	CCDC134
ENSECAG00000020774	WEE1
ENSECAG00000020775	C9orf85
ENSECAG00000020776	NEUROD6
ENSECAG00000020777	LMO3
ENSECAG00000020778	FBLN7
ENSECAG00000020779	RILP
ENSECAG00000020781	IFT52
ENSECAG00000020782	SSBP2
ENSECAG00000020784	PQLC3
ENSECAG00000020785	SLC25A38
ENSECAG00000020786	C1QTNF2
ENSECAG00000020787	ZSWIM5
ENSECAG00000020788	MECOM
ENSECAG00000020789	SPON1
ENSECAG00000020790	ABHD17B
ENSECAG00000020791	FRMPD1
ENSECAG00000020795	DAGLA
ENSECAG00000020796	PRKAB2
ENSECAG00000020797	PPP1R21
ENSECAG00000020803	PSMD10
ENSECAG00000020805	NDUFB11
ENSECAG00000020807	THEM5
ENSECAG00000020809	C3orf18
ENSECAG00000020810	TNFRSF18
ENSECAG00000020811	NEUROD2
ENSECAG00000020812	MPPED1
ENSECAG00000020813	HSPA4
ENSECAG00000020815	MTCP1
ENSECAG00000020816	PDLIM1
ENSECAG00000020819	AGER
ENSECAG00000020820	TBK1
ENSECAG00000020821	MAGOH
ENSECAG00000020823	TM4SF4
ENSECAG00000020824	EPS15
ENSECAG00000020825	RBBP5
ENSECAG00000020826	COL10A1
ENSECAG00000020829	AP002962.1
ENSECAG00000020830	CYTL1
ENSECAG00000020832	TMUB1
ENSECAG00000020835	ADAMTS20
ENSECAG00000020838	USP47
ENSECAG00000020839	INTS2
ENSECAG00000020840	OSBPL11
ENSECAG00000020841	MRPS25
ENSECAG00000020842	SDPR
ENSECAG00000020843	C8orf76
ENSECAG00000020844	NOX3
ENSECAG00000020845	TRIM71
ENSECAG00000020846	PDE7B
ENSECAG00000020847	ARSB
ENSECAG00000020848	TIAM1
ENSECAG00000020849	GRIA1
ENSECAG00000020850	NCOA3
ENSECAG00000020851	NIF3L1
ENSECAG00000020852	RSC1A1
ENSECAG00000020853	AP002962.1
ENSECAG00000020854	TARS
ENSECAG00000020855	MYO18A
ENSECAG00000020856	EIF2AK3
ENSECAG00000020858	SLC35E4
ENSECAG00000020860	LSMEM1
ENSECAG00000020861	BCDIN3D
ENSECAG00000020862	ABCD2
ENSECAG00000020863	TMEFF2
ENSECAG00000020864	AP002962.1
ENSECAG00000020865	VPS13A
ENSECAG00000020866	SCCPDH
ENSECAG00000020867	ACTR3
ENSECAG00000020868	SYNGAP1
ENSECAG00000020869	FGFR4
ENSECAG00000020871	SENP3-EIF4A1
ENSECAG00000020872	RTF1
ENSECAG00000020874	TCN2
ENSECAG00000020875	RUNX2
ENSECAG00000020877	AKR1C1
ENSECAG00000020878	MNDA
ENSECAG00000020879	SH3TC1
ENSECAG00000020880	PSPH
ENSECAG00000020881	CTSC
ENSECAG00000020882	NR1H2
ENSECAG00000020883	MYOT
ENSECAG00000020886	DUSP19
ENSECAG00000020888	TAGAP
ENSECAG00000020889	CHTOP
ENSECAG00000020890	PM20D2
ENSECAG00000020891	SLC29A3
ENSECAG00000020892	TLR10
ENSECAG00000020893	ZC2HC1A
ENSECAG00000020894	MAGEB4
ENSECAG00000020895	G2E3
ENSECAG00000020896	LIPC
ENSECAG00000020897	SURF2
ENSECAG00000020898	RELB
ENSECAG00000020900	CEP95
ENSECAG00000020901	CLCA2
ENSECAG00000020902	CELA2A
ENSECAG00000020903	RAB26
ENSECAG00000020904	ZNF438
ENSECAG00000020905	RAB4B
ENSECAG00000020906	FAM19A4
ENSECAG00000020907	NDUFA1
ENSECAG00000020908	NIT2
ENSECAG00000020910	MTHFSD
ENSECAG00000020912	DTNA
ENSECAG00000020913	RAP1GDS1
ENSECAG00000020914	HIGD2A
ENSECAG00000020916	RSRC2
ENSECAG00000020917	STAG2
ENSECAG00000020918	UCN3
ENSECAG00000020919	C17orf53
ENSECAG00000020920	NEK2
ENSECAG00000020923	LEAP2
ENSECAG00000020924	PLA2G6
ENSECAG00000020925	TMCO4
ENSECAG00000020927	NEK10
ENSECAG00000020928	TEKT5
ENSECAG00000020929	SQSTM1
ENSECAG00000020930	NR1I3
ENSECAG00000020931	TRIM65
ENSECAG00000020932	SVIL
ENSECAG00000020935	PDCD4
ENSECAG00000020939	RNF215
ENSECAG00000020940	C1QTNF6
ENSECAG00000020942	PRSS38
ENSECAG00000020944	SLC25A4
ENSECAG00000020945	MNS1
ENSECAG00000020948	PANK3
ENSECAG00000020949	ATP9A
ENSECAG00000020950	AKAP14
ENSECAG00000020952	AP002962.1
ENSECAG00000020953	CNGA1
ENSECAG00000020954	SNAP47
ENSECAG00000020955	CD33
ENSECAG00000020956	SERINC2
ENSECAG00000020957	LCN2
ENSECAG00000020958	ARL6
ENSECAG00000020963	DDX27
ENSECAG00000020964	PLA2G2F
ENSECAG00000020965	CMC1
ENSECAG00000020966	JMJD7-PLA2G4B
ENSECAG00000020967	MYL4
ENSECAG00000020969	HBP1
ENSECAG00000020970	SLC25A23
ENSECAG00000020971	RND1
ENSECAG00000020972	CD207
ENSECAG00000020973	BCAT1
ENSECAG00000020974	RTP3
ENSECAG00000020975	DSE
ENSECAG00000020976	HLA-DOB
ENSECAG00000020977	TCEA2
ENSECAG00000020978	RPS25
ENSECAG00000020979	ANKRD29
ENSECAG00000020980	TMEM127
ENSECAG00000020982	ZBTB8OS
ENSECAG00000020983	PIKFYVE
ENSECAG00000020984	BTK
ENSECAG00000020986	SLC9C1
ENSECAG00000020987	LCA5
ENSECAG00000020988	NMNAT1
ENSECAG00000020989	FOXK2
ENSECAG00000020990	AP002962.1
ENSECAG00000020991	HLA-A
ENSECAG00000020992	NEIL2
ENSECAG00000020993	ZC3H12B
ENSECAG00000020994	LIN28B
ENSECAG00000020995	NLGN3
ENSECAG00000020996	BTBD2
ENSECAG00000020997	TFB1M
ENSECAG00000020998	SPTLC1
ENSECAG00000021001	SENP6
ENSECAG00000021002	ROCK1
ENSECAG00000021003	ARMC7
ENSECAG00000021005	AKAP11
ENSECAG00000021006	ENST00000589658
ENSECAG00000021007	FLCN
ENSECAG00000021008	BEND4
ENSECAG00000021009	GUCY1B3
ENSECAG00000021010	TMEM239
ENSECAG00000021012	UAP1L1
ENSECAG00000021013	FAM159A
ENSECAG00000021015	ENST00000536015
ENSECAG00000021016	SLC41A3
ENSECAG00000021017	SLC22A2
ENSECAG00000021018	EQTN
ENSECAG00000021019	CPXM1
ENSECAG00000021020	BRPF1
ENSECAG00000021022	GPX7
ENSECAG00000021023	QRSL1
ENSECAG00000021025	BEST3
ENSECAG00000021026	BCAS2
ENSECAG00000021027	PAPOLA
ENSECAG00000021029	ANGPTL5
ENSECAG00000021030	IFT74
ENSECAG00000021031	PLCG1
ENSECAG00000021032	BARHL1
ENSECAG00000021033	WBP4
ENSECAG00000021034	YDJC
ENSECAG00000021035	CYP4A11
ENSECAG00000021036	LSM6
ENSECAG00000021037	FEZF2
ENSECAG00000021039	KMT5A
ENSECAG00000021040	CDC42BPB
ENSECAG00000021041	ANAPC15
ENSECAG00000021042	VASH1
ENSECAG00000021043	ACPP
ENSECAG00000021044	C1QA
ENSECAG00000021046	PRSS2
ENSECAG00000021047	EFEMP2
ENSECAG00000021048	ALDH1L1
ENSECAG00000021049	GDAP1L1
ENSECAG00000021050	AP002962.1
ENSECAG00000021051	FLI1
ENSECAG00000021053	SFTPC
ENSECAG00000021055	DAXX
ENSECAG00000021056	ZNF182
ENSECAG00000021057	ADGRV1
ENSECAG00000021058	RMDN2
ENSECAG00000021059	MED16
ENSECAG00000021060	FAM209B
ENSECAG00000021061	SLC6A14
ENSECAG00000021062	PVALB
ENSECAG00000021063	NPVF
ENSECAG00000021065	RPL5
ENSECAG00000021066	KLHL24
ENSECAG00000021068	RDH16
ENSECAG00000021070	SCAMP5
ENSECAG00000021071	ANKRA2
ENSECAG00000021073	CRYBA4
ENSECAG00000021074	CLDN1
ENSECAG00000021075	FGD6
ENSECAG00000021076	MBNL3
ENSECAG00000021077	FGF23
ENSECAG00000021078	GRB14
ENSECAG00000021079	MRGBP
ENSECAG00000021080	MKS1
ENSECAG00000021081	FAM149A
ENSECAG00000021082	ZBTB46
ENSECAG00000021083	GDF7
ENSECAG00000021084	ULK3
ENSECAG00000021085	ACADM
ENSECAG00000021086	DDT
ENSECAG00000021087	SLC23A1
ENSECAG00000021088	GDF9
ENSECAG00000021089	AP002962.1
ENSECAG00000021090	IGLL5
ENSECAG00000021091	TRAF6
ENSECAG00000021092	KLF15
ENSECAG00000021093	CDK3
ENSECAG00000021094	BFSP1
ENSECAG00000021095	POLR1D
ENSECAG00000021096	NRXN2
ENSECAG00000021097	ACIN1
ENSECAG00000021098	SLAMF6
ENSECAG00000021100	CSNK2B
ENSECAG00000021101	LGI4
ENSECAG00000021102	EMX2
ENSECAG00000021103	CEP72
ENSECAG00000021104	MYH6
ENSECAG00000021105	CFAP100
ENSECAG00000021107	TRAFD1
ENSECAG00000021108	RASIP1
ENSECAG00000021109	ABCD2
ENSECAG00000021111	PDCD6
ENSECAG00000021112	DUXA
ENSECAG00000021113	RIMS3
ENSECAG00000021114	TAOK2
ENSECAG00000021115	UROC1
ENSECAG00000021116	PFN1
ENSECAG00000021117	PAQR6
ENSECAG00000021118	C2orf78
ENSECAG00000021121	CA5B
ENSECAG00000021122	THBS2
ENSECAG00000021123	PAX2
ENSECAG00000021124	PRMT3
ENSECAG00000021125	TFAP2C
ENSECAG00000021126	OR2T27
ENSECAG00000021128	SLC6A20
ENSECAG00000021129	CCDC8
ENSECAG00000021133	FDFT1
ENSECAG00000021134	AQP3
ENSECAG00000021135	GRINA
ENSECAG00000021136	RPL11
ENSECAG00000021139	NPFF
ENSECAG00000021141	F9
ENSECAG00000021142	NKAP
ENSECAG00000021143	TRAV12-2
ENSECAG00000021144	KLK1
ENSECAG00000021145	DFNA5
ENSECAG00000021146	SMU1
ENSECAG00000021148	RNPC3
ENSECAG00000021149	APEX1
ENSECAG00000021151	RESP18
ENSECAG00000021152	PGA5
ENSECAG00000021153	CYP2C18
ENSECAG00000021154	ZNF699
ENSECAG00000021155	MXD3
ENSECAG00000021156	ENST00000616853
ENSECAG00000021157	GARNL3
ENSECAG00000021159	STARD7
ENSECAG00000021160	UBE2Z
ENSECAG00000021161	MRPL13
ENSECAG00000021162	CDH13
ENSECAG00000021165	STAC
ENSECAG00000021166	SERPINB3
ENSECAG00000021167	JMJD6
ENSECAG00000021168	ABCC11
ENSECAG00000021169	ANKRD6
ENSECAG00000021171	TNRC18
ENSECAG00000021172	TMEM168
ENSECAG00000021173	RHBDD2
ENSECAG00000021174	ACKR4
ENSECAG00000021177	CDK2
ENSECAG00000021178	UBA5
ENSECAG00000021181	GATAD1
ENSECAG00000021182	TNFSF4
ENSECAG00000021184	LAT
ENSECAG00000021185	ZFP82
ENSECAG00000021186	FHOD3
ENSECAG00000021187	SEC11A
ENSECAG00000021189	SLC7A4
ENSECAG00000021190	ANKRD61
ENSECAG00000021191	UGGT1
ENSECAG00000021193	PSMD6
ENSECAG00000021194	ARL8A
ENSECAG00000021195	GSPT1
ENSECAG00000021196	ACOT12
ENSECAG00000021198	C8orf37
ENSECAG00000021199	SYS1
ENSECAG00000021200	C8orf44-SGK3
ENSECAG00000021201	BMP2
ENSECAG00000021202	WDFY4
ENSECAG00000021206	HAS2
ENSECAG00000021207	THRAP3
ENSECAG00000021208	RC3H1
ENSECAG00000021209	CRELD2
ENSECAG00000021210	BPNT1
ENSECAG00000021212	CD209
ENSECAG00000021213	ARL13A
ENSECAG00000021214	LGALS7
ENSECAG00000021215	SLC7A4
ENSECAG00000021217	RDH16
ENSECAG00000021219	MAT2B
ENSECAG00000021220	GBP1
ENSECAG00000021223	EIF4A2
ENSECAG00000021224	PLCB1
ENSECAG00000021225	MPRIP
ENSECAG00000021228	MYO1A
ENSECAG00000021229	SURF6
ENSECAG00000021232	CYP2U1
ENSECAG00000021233	MSANTD3
ENSECAG00000021234	NET1
ENSECAG00000021235	CRACR2A
ENSECAG00000021236	CCNB1IP1
ENSECAG00000021237	SLC36A4
ENSECAG00000021238	IGF1R
ENSECAG00000021239	CCDC92
ENSECAG00000021240	SH3RF1
ENSECAG00000021241	ENST00000198765
ENSECAG00000021242	ZNF157
ENSECAG00000021243	PTBP3
ENSECAG00000021247	DET1
ENSECAG00000021248	TRAT1
ENSECAG00000021249	TRIM33
ENSECAG00000021250	EXD1
ENSECAG00000021252	CCDC129
ENSECAG00000021253	PDCL
ENSECAG00000021255	TMEFF1
ENSECAG00000021257	KCNQ4
ENSECAG00000021258	C19orf12
ENSECAG00000021259	SCNN1G
ENSECAG00000021260	BYSL
ENSECAG00000021262	MMP7
ENSECAG00000021263	SLC41A2
ENSECAG00000021264	SCML1
ENSECAG00000021267	PIH1D1
ENSECAG00000021268	AC007325.1
ENSECAG00000021269	ETS2
ENSECAG00000021270	LRRFIP2
ENSECAG00000021271	SUMO3
ENSECAG00000021272	EBPL
ENSECAG00000021274	COL4A6
ENSECAG00000021275	NDUFA10
ENSECAG00000021276	BRD3
ENSECAG00000021277	LAMA3
ENSECAG00000021278	CFAP43
ENSECAG00000021279	TLK2
ENSECAG00000021280	SHISA4
ENSECAG00000021281	KDM5A
ENSECAG00000021283	PEF1
ENSECAG00000021286	AP002962.1
ENSECAG00000021289	CCNE1
ENSECAG00000021291	ENST00000544199
ENSECAG00000021292	AKR1C1
ENSECAG00000021292	AKR1C4
ENSECAG00000021294	SPTLC2
ENSECAG00000021295	SHMT2
ENSECAG00000021296	RFTN2
ENSECAG00000021298	ENAM
ENSECAG00000021299	NOP56
ENSECAG00000021300	CFLAR
ENSECAG00000021301	MAN1A1
ENSECAG00000021302	POC1A
ENSECAG00000021304	ZNF362
ENSECAG00000021305	NFX1
ENSECAG00000021306	CNOT10
ENSECAG00000021307	TGDS
ENSECAG00000021308	APBA3
ENSECAG00000021309	SHROOM4
ENSECAG00000021310	RND3
ENSECAG00000021311	NUDC
ENSECAG00000021312	ABHD14A
ENSECAG00000021313	SDHAF4
ENSECAG00000021314	COL4A2
ENSECAG00000021315	EPHA7
ENSECAG00000021316	FAM221A
ENSECAG00000021317	HSCB
ENSECAG00000021318	PRPF8
ENSECAG00000021320	STMN3
ENSECAG00000021322	AMZ1
ENSECAG00000021324	NR6A1
ENSECAG00000021325	BAHCC1
ENSECAG00000021326	NRAP
ENSECAG00000021328	COMMD3
ENSECAG00000021329	CHRNA5
ENSECAG00000021331	NOTCH3
ENSECAG00000021332	C10orf53
ENSECAG00000021335	OR2A1
ENSECAG00000021336	SPATA32
ENSECAG00000021338	GAL3ST2
ENSECAG00000021339	ZNF566
ENSECAG00000021340	OR2V1
ENSECAG00000021342	CCT6B
ENSECAG00000021343	NRG1
ENSECAG00000021344	ST6GALNAC2
ENSECAG00000021345	POLR2K
ENSECAG00000021347	GCKR
ENSECAG00000021348	RTN3
ENSECAG00000021349	MICALL2
ENSECAG00000021350	SRSF4
ENSECAG00000021351	LAT2
ENSECAG00000021352	CEP104
ENSECAG00000021354	NOP16
ENSECAG00000021355	STAM2
ENSECAG00000021356	TTC9C
ENSECAG00000021358	SFRP1
ENSECAG00000021359	RTN3
ENSECAG00000021360	KCNMB1
ENSECAG00000021362	EIF2B1
ENSECAG00000021363	DEPTOR
ENSECAG00000021364	ST3GAL1
ENSECAG00000021365	DCUN1D1
ENSECAG00000021367	BVES
ENSECAG00000021368	FGGY
ENSECAG00000021369	PUM1
ENSECAG00000021370	SCN4B
ENSECAG00000021373	MSTN
ENSECAG00000021374	TCF23
ENSECAG00000021375	DLAT
ENSECAG00000021377	FAM171B
ENSECAG00000021378	SH2D2A
ENSECAG00000021379	PEX1
ENSECAG00000021380	RBMX
ENSECAG00000021381	OR1A1
ENSECAG00000021383	EFNA1
ENSECAG00000021384	CPB1
ENSECAG00000021387	MYOM3
ENSECAG00000021388	TMEM8A
ENSECAG00000021389	NCKAP1
ENSECAG00000021392	COL26A1
ENSECAG00000021393	RRAS2
ENSECAG00000021395	CLDN19
ENSECAG00000021396	ENST00000422132
ENSECAG00000021397	ZNF264
ENSECAG00000021399	FAM98C
ENSECAG00000021401	SMAP1
ENSECAG00000021402	C1orf109
ENSECAG00000021403	ATN1
ENSECAG00000021404	ASPH
ENSECAG00000021405	AATK
ENSECAG00000021406	COG8
ENSECAG00000021407	JMJD4
ENSECAG00000021408	VRK2
ENSECAG00000021409	SLC25A1
ENSECAG00000021411	TM7SF2
ENSECAG00000021413	ADGRG1
ENSECAG00000021414	GABRG2
ENSECAG00000021415	SLC16A5
ENSECAG00000021418	CDH1
ENSECAG00000021419	SIGLEC10
ENSECAG00000021420	PSORS1C2
ENSECAG00000021422	DNAJC13
ENSECAG00000021424	LMNTD1
ENSECAG00000021425	GLT6D1
ENSECAG00000021426	SLC30A6
ENSECAG00000021428	GYS1
ENSECAG00000021429	C1R
ENSECAG00000021431	ARHGAP23
ENSECAG00000021432	DHRS1
ENSECAG00000021433	C19orf60
ENSECAG00000021435	C1orf50
ENSECAG00000021436	EIF3G
ENSECAG00000021437	FADD
ENSECAG00000021440	TBC1D8B
ENSECAG00000021442	CTSG
ENSECAG00000021443	HEATR1
ENSECAG00000021445	TXNL4B
ENSECAG00000021447	ASPH
ENSECAG00000021448	PADI1
ENSECAG00000021449	CDK12
ENSECAG00000021451	KHNYN
ENSECAG00000021452	BUB1B
ENSECAG00000021453	TICRR
ENSECAG00000021454	CYP2D6
ENSECAG00000021455	C20orf27
ENSECAG00000021458	METTL14
ENSECAG00000021459	DRG1
ENSECAG00000021460	PRR30
ENSECAG00000021461	AP002962.1
ENSECAG00000021463	ACSM4
ENSECAG00000021464	OR7E24
ENSECAG00000021465	POLR2G
ENSECAG00000021466	SIDT2
ENSECAG00000021468	POPDC2
