ENSECAG00000000002	ENST00000359429
ENSECAG00000021480	ENST00000536220
ENSECAG00000021481	ENST00000357585
ENSECAG00000021482	ENST00000294168
ENSECAG00000021483	ENST00000339365
ENSECAG00000021484	ENST00000377044
ENSECAG00000021485	ENST00000322527
ENSECAG00000021486	ENST00000476527
ENSECAG00000021487	ENST00000402157
ENSECAG00000021488	ENST00000625757
ENSECAG00000021489	ENST00000452135
ENSECAG00000021490	ENST00000623963
ENSECAG00000021492	ENST00000623063
ENSECAG00000021493	ENST00000216225
ENSECAG00000017272	ENST00000324767
ENSECAG00000017272	ENST00000324767
ENSECAG00000017272	ENST00000324767
ENSECAG00000018255	ENST00000388866
ENSECAG00000018255	ENST00000448182
ENSECAG00000021496	ENST00000310991
ENSECAG00000021497	ENST00000256951
ENSECAG00000021498	ENST00000428135
ENSECAG00000021499	ENST00000231751
ENSECAG00000021500	ENST00000574980
ENSECAG00000021501	ENST00000268379
ENSECAG00000021502	ENST00000304031
ENSECAG00000021503	ENST00000368921
ENSECAG00000021504	ENST00000573128
ENSECAG00000021505	ENST00000344908
ENSECAG00000021507	ENST00000293709
ENSECAG00000021508	ENST00000503585
ENSECAG00000021510	ENST00000408957
ENSECAG00000021513	ENST00000621083
ENSECAG00000021514	ENST00000396986
ENSECAG00000021515	ENST00000085219
ENSECAG00000021516	ENST00000329956
ENSECAG00000021517	ENST00000394125
ENSECAG00000021518	ENST00000395607
ENSECAG00000021520	ENST00000271227
ENSECAG00000021521	ENST00000548446
ENSECAG00000021522	ENST00000214869
ENSECAG00000021523	ENST00000293303
ENSECAG00000021525	ENST00000543915
ENSECAG00000021528	ENST00000334512
ENSECAG00000021529	ENST00000320356
ENSECAG00000021530	ENST00000568396
ENSECAG00000021531	ENST00000373631
ENSECAG00000021532	ENST00000322937
ENSECAG00000021533	ENST00000399925
ENSECAG00000021534	ENST00000263080
ENSECAG00000021537	ENST00000370017
ENSECAG00000021538	ENST00000302450
ENSECAG00000021540	ENST00000276198
ENSECAG00000021541	ENST00000281156
ENSECAG00000021542	ENST00000261038
ENSECAG00000021543	ENST00000448526
ENSECAG00000021544	ENST00000320634
ENSECAG00000021545	ENST00000518547
ENSECAG00000021545	ENST00000325064
ENSECAG00000021545	ENST00000378017
ENSECAG00000021547	ENST00000269439
ENSECAG00000021548	ENST00000343304
ENSECAG00000021549	ENST00000520404
ENSECAG00000021550	ENST00000297737
ENSECAG00000021551	ENST00000373014
ENSECAG00000021552	ENST00000369519
ENSECAG00000021554	ENST00000321253
ENSECAG00000021555	ENST00000340736
ENSECAG00000021555	ENST00000340736
ENSECAG00000021555	ENST00000340736
ENSECAG00000021556	ENST00000551346
ENSECAG00000016058	ENST00000257347
ENSECAG00000016058	ENST00000257347
ENSECAG00000026997	ENST00000299339
ENSECAG00000021560	ENST00000301831
ENSECAG00000021561	ENST00000282050
ENSECAG00000021563	ENST00000261339
ENSECAG00000021564	ENST00000361671
ENSECAG00000021565	ENST00000355962
ENSECAG00000021567	ENST00000575111
ENSECAG00000021568	ENST00000502986
ENSECAG00000021570	ENST00000361387
ENSECAG00000021572	ENST00000056217
ENSECAG00000021573	ENST00000545398
ENSECAG00000021576	ENST00000218867
ENSECAG00000021577	ENST00000275358
ENSECAG00000021578	ENST00000298681
ENSECAG00000021579	ENST00000271715
ENSECAG00000021580	ENST00000570083
ENSECAG00000021582	ENST00000614506
ENSECAG00000021583	ENST00000367288
ENSECAG00000026977	ENST00000167588
ENSECAG00000021585	ENST00000623963
ENSECAG00000021586	ENST00000415431
ENSECAG00000021588	ENST00000226578
ENSECAG00000021589	ENST00000004103
ENSECAG00000021590	ENST00000313375
ENSECAG00000021591	ENST00000552350
ENSECAG00000021592	ENST00000472837
ENSECAG00000021593	ENST00000267199
ENSECAG00000021594	ENST00000368061
ENSECAG00000021595	ENST00000238823
ENSECAG00000021596	ENST00000303037
ENSECAG00000021598	ENST00000401903
ENSECAG00000021599	ENST00000315796
ENSECAG00000021600	ENST00000371106
ENSECAG00000021601	ENST00000273075
ENSECAG00000021602	ENST00000307428
ENSECAG00000021603	ENST00000046794
ENSECAG00000021604	ENST00000541323
ENSECAG00000021605	ENST00000371980
ENSECAG00000021606	ENST00000309182
ENSECAG00000021607	ENST00000374511
ENSECAG00000021609	ENST00000261024
ENSECAG00000021610	ENST00000506184
ENSECAG00000021611	ENST00000395562
ENSECAG00000021612	ENST00000539524
ENSECAG00000021613	ENST00000467467
ENSECAG00000021614	ENST00000380071
ENSECAG00000021615	ENST00000373237
ENSECAG00000021617	ENST00000326427
ENSECAG00000021618	ENST00000327475
ENSECAG00000021618	ENST00000327475
ENSECAG00000021619	ENST00000383527
ENSECAG00000021620	ENST00000216951
ENSECAG00000021621	ENST00000262244
ENSECAG00000021622	ENST00000369426
ENSECAG00000021626	ENST00000370132
ENSECAG00000021627	ENST00000630362
ENSECAG00000021628	ENST00000379289
ENSECAG00000021628	ENST00000379289
ENSECAG00000021628	ENST00000379289
ENSECAG00000021629	ENST00000335895
ENSECAG00000021630	ENST00000370657
ENSECAG00000021630	ENST00000370657
ENSECAG00000021631	ENST00000396832
ENSECAG00000021632	ENST00000268164
ENSECAG00000021633	ENST00000276943
ENSECAG00000021634	ENST00000297195
ENSECAG00000021636	ENST00000355193
ENSECAG00000021637	ENST00000262193
ENSECAG00000021638	ENST00000374201
ENSECAG00000021639	ENST00000263413
ENSECAG00000021641	ENST00000491381
ENSECAG00000021642	ENST00000367109
ENSECAG00000021643	ENST00000274382
ENSECAG00000021644	ENST00000327939
ENSECAG00000021645	ENST00000632460
ENSECAG00000021646	ENST00000260008
ENSECAG00000021647	ENST00000443402
ENSECAG00000021648	ENST00000399133
ENSECAG00000021649	ENST00000593003
ENSECAG00000021649	ENST00000535489
ENSECAG00000021650	ENST00000367833
ENSECAG00000021651	ENST00000269228
ENSECAG00000021652	ENST00000550536
ENSECAG00000021653	ENST00000374469
ENSECAG00000021653	ENST00000374469
ENSECAG00000021654	ENST00000273861
ENSECAG00000021655	ENST00000508784
ENSECAG00000021657	ENST00000335508
ENSECAG00000021658	ENST00000393193
ENSECAG00000021659	ENST00000338306
ENSECAG00000021660	ENST00000330553
ENSECAG00000021661	ENST00000366577
ENSECAG00000021661	ENST00000366577
ENSECAG00000021662	ENST00000399728
ENSECAG00000021663	ENST00000381280
ENSECAG00000021664	ENST00000056217
ENSECAG00000021665	ENST00000394686
ENSECAG00000021666	ENST00000577961
ENSECAG00000021667	ENST00000397732
ENSECAG00000021667	ENST00000397732
ENSECAG00000021668	ENST00000510398
ENSECAG00000021670	ENST00000327365
ENSECAG00000021671	ENST00000379416
ENSECAG00000021671	ENST00000379416
ENSECAG00000021671	ENST00000379416
ENSECAG00000021672	ENST00000394934
ENSECAG00000021673	ENST00000377411
ENSECAG00000021674	ENST00000265605
ENSECAG00000021675	ENST00000306385
ENSECAG00000021675	ENST00000306385
ENSECAG00000021675	ENST00000306385
ENSECAG00000026905	ENST00000274242
ENSECAG00000004364	ENST00000245957
ENSECAG00000004364	ENST00000245957
ENSECAG00000021678	ENST00000265174
ENSECAG00000021679	ENST00000261211
ENSECAG00000021680	ENST00000297145
ENSECAG00000021681	ENST00000566473
ENSECAG00000021682	ENST00000289953
ENSECAG00000021683	ENST00000634573
ENSECAG00000021684	ENST00000536829
ENSECAG00000021685	ENST00000369563
ENSECAG00000021686	ENST00000216297
ENSECAG00000021687	ENST00000271331
ENSECAG00000021688	ENST00000618534
ENSECAG00000021689	ENST00000223215
ENSECAG00000021690	ENST00000274137
ENSECAG00000021691	ENST00000220507
ENSECAG00000021692	ENST00000272395
ENSECAG00000021693	ENST00000361183
ENSECAG00000021694	ENST00000301391
ENSECAG00000021695	ENST00000312711
ENSECAG00000021698	ENST00000396435
ENSECAG00000021698	ENST00000396435
ENSECAG00000021699	ENST00000612932
ENSECAG00000026851	ENST00000247005
ENSECAG00000026897	ENST00000256441
ENSECAG00000026912	ENST00000283006
ENSECAG00000026820	ENST00000506577
ENSECAG00000021702	ENST00000395842
ENSECAG00000021703	ENST00000295886
ENSECAG00000021704	ENST00000366641
ENSECAG00000021705	ENST00000287038
ENSECAG00000021706	ENST00000366960
ENSECAG00000021707	ENST00000370018
ENSECAG00000021707	ENST00000370018
ENSECAG00000021707	ENST00000370018
ENSECAG00000021707	ENST00000370018
ENSECAG00000021708	ENST00000368605
ENSECAG00000021710	ENST00000307886
ENSECAG00000021711	ENST00000635028
ENSECAG00000021712	ENST00000327619
ENSECAG00000021714	ENST00000313485
ENSECAG00000021715	ENST00000454449
ENSECAG00000021716	ENST00000283415
ENSECAG00000021717	ENST00000374037
ENSECAG00000021720	ENST00000371361
ENSECAG00000021721	ENST00000245407
ENSECAG00000021722	ENST00000376629
ENSECAG00000021724	ENST00000261652
ENSECAG00000021725	ENST00000489671
ENSECAG00000021726	ENST00000307635
ENSECAG00000021727	ENST00000406189
ENSECAG00000021728	ENST00000373184
ENSECAG00000021729	ENST00000267260
ENSECAG00000021731	ENST00000216121
ENSECAG00000021732	ENST00000225724
ENSECAG00000021733	ENST00000529308
ENSECAG00000021734	ENST00000379319
ENSECAG00000021735	ENST00000389672
ENSECAG00000021736	ENST00000302804
ENSECAG00000021738	ENST00000224181
ENSECAG00000021739	ENST00000294244
ENSECAG00000021742	ENST00000358212
ENSECAG00000021742	ENST00000553916
ENSECAG00000021742	ENST00000358212
ENSECAG00000021744	ENST00000297375
ENSECAG00000021745	ENST00000483063
ENSECAG00000021746	ENST00000319854
ENSECAG00000021749	ENST00000352178
ENSECAG00000021750	ENST00000547271
ENSECAG00000021751	ENST00000270001
ENSECAG00000021752	ENST00000298097
ENSECAG00000021753	ENST00000616371
ENSECAG00000021754	ENST00000402010
ENSECAG00000021756	ENST00000400897
ENSECAG00000021758	ENST00000327245
ENSECAG00000021759	ENST00000611547
ENSECAG00000021760	ENST00000412726
ENSECAG00000021762	ENST00000325144
ENSECAG00000021764	ENST00000549091
ENSECAG00000021765	ENST00000396265
ENSECAG00000021766	ENST00000223061
ENSECAG00000021767	ENST00000343060
ENSECAG00000021768	ENST00000402050
ENSECAG00000021770	ENST00000291823
ENSECAG00000021771	ENST00000341657
ENSECAG00000021772	ENST00000456941
ENSECAG00000021773	ENST00000273398
ENSECAG00000021774	ENST00000297440
ENSECAG00000021775	ENST00000552150
ENSECAG00000021775	ENST00000546897
ENSECAG00000021775	ENST00000546897
ENSECAG00000021776	ENST00000226359
ENSECAG00000021777	ENST00000634960
ENSECAG00000021778	ENST00000261187
ENSECAG00000021780	ENST00000373475
ENSECAG00000021781	ENST00000216129
ENSECAG00000021782	ENST00000286648
ENSECAG00000021783	ENST00000333813
ENSECAG00000021784	ENST00000311086
ENSECAG00000021785	ENST00000547271
ENSECAG00000021787	ENST00000262932
ENSECAG00000021788	ENST00000520010
ENSECAG00000021788	ENST00000520010
ENSECAG00000021789	ENST00000217121
ENSECAG00000021789	ENST00000352482
ENSECAG00000021790	ENST00000231368
ENSECAG00000021791	ENST00000258646
ENSECAG00000021792	ENST00000321895
ENSECAG00000021794	ENST00000324015
ENSECAG00000021795	ENST00000527647
ENSECAG00000021796	ENST00000428420
ENSECAG00000021797	ENST00000620882
ENSECAG00000021798	ENST00000367217
ENSECAG00000021799	ENST00000265460
ENSECAG00000021799	ENST00000278836
ENSECAG00000021800	ENST00000574659
ENSECAG00000021801	ENST00000344280
ENSECAG00000021802	ENST00000391429
ENSECAG00000021803	ENST00000368847
ENSECAG00000021804	ENST00000358912
ENSECAG00000021805	ENST00000305544
ENSECAG00000021806	ENST00000446157
ENSECAG00000021807	ENST00000358435
ENSECAG00000021809	ENST00000475866
ENSECAG00000021810	ENST00000281317
ENSECAG00000021812	ENST00000302824
ENSECAG00000021813	ENST00000308182
ENSECAG00000021813	ENST00000308182
ENSECAG00000021814	ENST00000259466
ENSECAG00000021815	ENST00000290510
ENSECAG00000021815	ENST00000290510
ENSECAG00000021816	ENST00000367287
ENSECAG00000021817	ENST00000266025
ENSECAG00000021818	ENST00000241704
ENSECAG00000021819	ENST00000253329
ENSECAG00000021820	ENST00000537526
ENSECAG00000021821	ENST00000602318
ENSECAG00000021822	ENST00000590954
ENSECAG00000021823	ENST00000421789
ENSECAG00000021824	ENST00000280557
ENSECAG00000021826	ENST00000378460
ENSECAG00000021830	ENST00000337995
ENSECAG00000021833	ENST00000373110
ENSECAG00000021834	ENST00000405785
ENSECAG00000021835	ENST00000613122
ENSECAG00000010901	ENST00000304623
ENSECAG00000010901	ENST00000511377
ENSECAG00000010901	ENST00000304623
ENSECAG00000012069	ENST00000510792
ENSECAG00000012069	ENST00000274140
ENSECAG00000026861	ENST00000627144
ENSECAG00000021838	ENST00000397861
ENSECAG00000021839	ENST00000295124
ENSECAG00000021840	ENST00000377071
ENSECAG00000021841	ENST00000442312
ENSECAG00000021842	ENST00000355870
ENSECAG00000021843	ENST00000610650
ENSECAG00000021844	ENST00000467889
ENSECAG00000021845	ENST00000249499
ENSECAG00000021846	ENST00000372479
ENSECAG00000021847	ENST00000342032
ENSECAG00000021849	ENST00000426055
ENSECAG00000021850	ENST00000264734
ENSECAG00000021851	ENST00000284061
ENSECAG00000021852	ENST00000427978
ENSECAG00000021853	ENST00000340434
ENSECAG00000021854	ENST00000261448
ENSECAG00000021855	ENST00000261438
ENSECAG00000021856	ENST00000375486
ENSECAG00000021857	ENST00000617745
ENSECAG00000021858	ENST00000623963
ENSECAG00000021859	ENST00000382100
ENSECAG00000021861	ENST00000298943
ENSECAG00000021864	ENST00000267978
ENSECAG00000021864	ENST00000569482
ENSECAG00000021865	ENST00000367463
ENSECAG00000021867	ENST00000245539
ENSECAG00000021868	ENST00000322723
ENSECAG00000021869	ENST00000296215
ENSECAG00000021874	ENST00000398030
ENSECAG00000021875	ENST00000306177
ENSECAG00000021876	ENST00000615439
ENSECAG00000021877	ENST00000552874
ENSECAG00000021880	ENST00000541549
ENSECAG00000021882	ENST00000395958
ENSECAG00000021883	ENST00000623963
ENSECAG00000021884	ENST00000217455
ENSECAG00000021885	ENST00000394963
ENSECAG00000021886	ENST00000368147
ENSECAG00000021887	ENST00000291416
ENSECAG00000021888	ENST00000346562
ENSECAG00000021889	ENST00000302538
ENSECAG00000021890	ENST00000380345
ENSECAG00000021891	ENST00000374811
ENSECAG00000021891	ENST00000374811
ENSECAG00000021892	ENST00000404257
ENSECAG00000021893	ENST00000536188
ENSECAG00000021894	ENST00000557150
ENSECAG00000021895	ENST00000438793
ENSECAG00000021895	ENST00000304400
ENSECAG00000021895	ENST00000304400
ENSECAG00000021896	ENST00000286544
ENSECAG00000021897	ENST00000310917
ENSECAG00000021898	ENST00000439561
ENSECAG00000021899	ENST00000367103
ENSECAG00000021900	ENST00000374273
ENSECAG00000021901	ENST00000393197
ENSECAG00000021902	ENST00000461761
ENSECAG00000021903	ENST00000264144
ENSECAG00000021904	ENST00000610938
ENSECAG00000021905	ENST00000290573
ENSECAG00000021905	ENST00000290573
ENSECAG00000021906	ENST00000294854
ENSECAG00000021907	ENST00000253814
ENSECAG00000021909	ENST00000392522
ENSECAG00000021909	ENST00000329886
ENSECAG00000021909	ENST00000334656
ENSECAG00000021910	ENST00000537494
ENSECAG00000021912	ENST00000306862
ENSECAG00000021913	ENST00000223127
ENSECAG00000021914	ENST00000321453
ENSECAG00000021915	ENST00000623963
ENSECAG00000021916	ENST00000328236
ENSECAG00000021917	ENST00000371703
ENSECAG00000021919	ENST00000332990
ENSECAG00000021920	ENST00000610510
ENSECAG00000021921	ENST00000621999
ENSECAG00000021923	ENST00000340473
ENSECAG00000021924	ENST00000375599
ENSECAG00000021925	ENST00000308020
ENSECAG00000021926	ENST00000263918
ENSECAG00000021927	ENST00000549920
ENSECAG00000021928	ENST00000358015
ENSECAG00000021929	ENST00000549701
ENSECAG00000021930	ENST00000403432
ENSECAG00000021932	ENST00000406164
ENSECAG00000021933	ENST00000231420
ENSECAG00000021446	ENST00000327946
ENSECAG00000021446	ENST00000327946
ENSECAG00000021446	ENST00000327946
ENSECAG00000009706	ENST00000394518
ENSECAG00000009706	ENST00000361243
ENSECAG00000009706	ENST00000560676
ENSECAG00000021935	ENST00000322527
ENSECAG00000021936	ENST00000299440
ENSECAG00000021937	ENST00000367943
ENSECAG00000021938	ENST00000409190
ENSECAG00000021939	ENST00000394264
ENSECAG00000021941	ENST00000372806
ENSECAG00000021942	ENST00000376032
ENSECAG00000021943	ENST00000378149
ENSECAG00000021944	ENST00000396618
ENSECAG00000021946	ENST00000585591
ENSECAG00000021947	ENST00000288462
ENSECAG00000021948	ENST00000539002
ENSECAG00000021949	ENST00000336148
ENSECAG00000021949	ENST00000336148
ENSECAG00000021950	ENST00000296930
ENSECAG00000021951	ENST00000591885
ENSECAG00000021951	ENST00000313080
ENSECAG00000021952	ENST00000446175
ENSECAG00000021953	ENST00000426726
ENSECAG00000021954	ENST00000379463
ENSECAG00000021955	ENST00000621837
ENSECAG00000021956	ENST00000527548
ENSECAG00000021957	ENST00000343526
ENSECAG00000026900	ENST00000588408
ENSECAG00000021961	ENST00000600835
ENSECAG00000006795	ENST00000366574
ENSECAG00000006795	ENST00000366574
ENSECAG00000006795	ENST00000366574
ENSECAG00000006795	ENST00000366574
ENSECAG00000006795	ENST00000366574
ENSECAG00000006795	ENST00000360064
ENSECAG00000016925	ENST00000263070
ENSECAG00000016925	ENST00000618527
ENSECAG00000021963	ENST00000371984
ENSECAG00000021964	ENST00000380488
ENSECAG00000021967	ENST00000295269
ENSECAG00000021968	ENST00000379270
ENSECAG00000021969	ENST00000409872
ENSECAG00000021970	ENST00000418577
ENSECAG00000021972	ENST00000255559
ENSECAG00000021973	ENST00000056233
ENSECAG00000021974	ENST00000381055
ENSECAG00000021978	ENST00000368602
ENSECAG00000021979	ENST00000406271
ENSECAG00000021980	ENST00000313173
ENSECAG00000021981	ENST00000596731
ENSECAG00000021982	ENST00000260045
ENSECAG00000021983	ENST00000371748
ENSECAG00000021984	ENST00000610322
ENSECAG00000021985	ENST00000390448
ENSECAG00000021986	ENST00000504156
ENSECAG00000021987	ENST00000356971
ENSECAG00000021988	ENST00000618712
ENSECAG00000021989	ENST00000379883
ENSECAG00000021990	ENST00000569127
ENSECAG00000021991	ENST00000570682
ENSECAG00000021992	ENST00000280605
ENSECAG00000021993	ENST00000370238
ENSECAG00000021994	ENST00000394765
ENSECAG00000021995	ENST00000000412
ENSECAG00000021996	ENST00000393160
ENSECAG00000021996	ENST00000393160
ENSECAG00000021997	ENST00000374104
ENSECAG00000021998	ENST00000449682
ENSECAG00000021999	ENST00000610897
ENSECAG00000022001	ENST00000247956
ENSECAG00000022002	ENST00000390450
ENSECAG00000022003	ENST00000393081
ENSECAG00000022004	ENST00000374321
ENSECAG00000022004	ENST00000374321
ENSECAG00000022005	ENST00000357008
ENSECAG00000022006	ENST00000271469
ENSECAG00000022006	ENST00000367926
ENSECAG00000022007	ENST00000303354
ENSECAG00000022010	ENST00000372699
ENSECAG00000022011	ENST00000431975
ENSECAG00000022012	ENST00000390451
ENSECAG00000022013	ENST00000446510
ENSECAG00000022014	ENST00000294428
ENSECAG00000022015	ENST00000251535
ENSECAG00000022016	ENST00000377026
ENSECAG00000022017	ENST00000228837
ENSECAG00000022018	ENST00000254816
ENSECAG00000022019	ENST00000521861
ENSECAG00000022020	ENST00000408957
ENSECAG00000022022	ENST00000622395
ENSECAG00000022023	ENST00000357235
ENSECAG00000022024	ENST00000632555
ENSECAG00000022025	ENST00000251900
ENSECAG00000022027	ENST00000216489
ENSECAG00000022028	ENST00000619707
ENSECAG00000022029	ENST00000190165
ENSECAG00000022030	ENST00000379044
ENSECAG00000026974	ENST00000575223
ENSECAG00000026880	ENST00000397640
ENSECAG00000022033	ENST00000309765
ENSECAG00000022035	ENST00000538724
ENSECAG00000022036	ENST00000321736
ENSECAG00000022037	ENST00000245479
ENSECAG00000022038	ENST00000433922
ENSECAG00000022039	ENST00000372705
ENSECAG00000022042	ENST00000361505
ENSECAG00000022043	ENST00000287912
ENSECAG00000022044	ENST00000368926
ENSECAG00000022045	ENST00000436063
ENSECAG00000022046	ENST00000371360
ENSECAG00000022047	ENST00000421243
ENSECAG00000022048	ENST00000216962
ENSECAG00000022049	ENST00000366957
ENSECAG00000022050	ENST00000620084
ENSECAG00000022050	ENST00000439744
ENSECAG00000022051	ENST00000396859
ENSECAG00000022052	ENST00000401408
ENSECAG00000008538	ENST00000261503
ENSECAG00000008538	ENST00000395529
ENSECAG00000026875	ENST00000622299
ENSECAG00000022055	ENST00000396352
ENSECAG00000022056	ENST00000307198
ENSECAG00000022057	ENST00000242067
ENSECAG00000022058	ENST00000294678
ENSECAG00000022059	ENST00000613283
ENSECAG00000022060	ENST00000297578
ENSECAG00000022061	ENST00000361283
ENSECAG00000022062	ENST00000398955
ENSECAG00000022063	ENST00000458276
ENSECAG00000022064	ENST00000484888
ENSECAG00000022066	ENST00000360820
ENSECAG00000022067	ENST00000436267
ENSECAG00000022068	ENST00000532942
ENSECAG00000022069	ENST00000243298
ENSECAG00000022070	ENST00000580974
ENSECAG00000022071	ENST00000307050
ENSECAG00000022072	ENST00000553034
ENSECAG00000022073	ENST00000309755
ENSECAG00000022074	ENST00000326274
ENSECAG00000022074	ENST00000352536
ENSECAG00000022075	ENST00000311502
ENSECAG00000022076	ENST00000392086
ENSECAG00000022077	ENST00000379550
ENSECAG00000022077	ENST00000510408
ENSECAG00000022078	ENST00000435907
ENSECAG00000022080	ENST00000278671
ENSECAG00000022081	ENST00000616448
ENSECAG00000022082	ENST00000545746
ENSECAG00000022083	ENST00000383382
ENSECAG00000022085	ENST00000262865
ENSECAG00000022087	ENST00000548866
ENSECAG00000022088	ENST00000316637
ENSECAG00000022089	ENST00000306193
ENSECAG00000022090	ENST00000524230
ENSECAG00000022091	ENST00000557181
ENSECAG00000022092	ENST00000502492
ENSECAG00000022093	ENST00000377424
ENSECAG00000022094	ENST00000223167
ENSECAG00000022096	ENST00000623963
ENSECAG00000022097	ENST00000358062
ENSECAG00000022099	ENST00000276569
ENSECAG00000022100	ENST00000395511
ENSECAG00000022103	ENST00000380817
ENSECAG00000022103	ENST00000348911
ENSECAG00000022104	ENST00000398516
ENSECAG00000022106	ENST00000249910
ENSECAG00000022107	ENST00000369779
ENSECAG00000022108	ENST00000613797
ENSECAG00000022109	ENST00000568733
ENSECAG00000022110	ENST00000306058
ENSECAG00000022111	ENST00000537289
ENSECAG00000022112	ENST00000256658
ENSECAG00000022113	ENST00000522161
ENSECAG00000022114	ENST00000288828
ENSECAG00000022114	ENST00000288828
ENSECAG00000022115	ENST00000310614
ENSECAG00000022117	ENST00000361409
ENSECAG00000022117	ENST00000368194
ENSECAG00000022117	ENST00000368194
ENSECAG00000022117	ENST00000368194
ENSECAG00000022118	ENST00000518237
ENSECAG00000022119	ENST00000315184
ENSECAG00000022120	ENST00000414183
ENSECAG00000022120	ENST00000397938
ENSECAG00000022121	ENST00000231721
ENSECAG00000022122	ENST00000372289
ENSECAG00000022123	ENST00000360589
ENSECAG00000022125	ENST00000367317
ENSECAG00000022126	ENST00000280704
ENSECAG00000022127	ENST00000340093
ENSECAG00000022128	ENST00000624552
ENSECAG00000022129	ENST00000249440
ENSECAG00000022130	ENST00000371486
ENSECAG00000022132	ENST00000166244
ENSECAG00000022133	ENST00000312403
ENSECAG00000021494	ENST00000319121
ENSECAG00000021494	ENST00000319121
ENSECAG00000011107	ENST00000612501
ENSECAG00000011107	ENST00000612501
ENSECAG00000022135	ENST00000367928
ENSECAG00000022136	ENST00000221114
ENSECAG00000022137	ENST00000358410
ENSECAG00000022137	ENST00000358410
ENSECAG00000022137	ENST00000358410
ENSECAG00000022139	ENST00000310325
ENSECAG00000022141	ENST00000420978
ENSECAG00000003985	ENST00000332674
ENSECAG00000003985	ENST00000332674
ENSECAG00000022144	ENST00000332826
ENSECAG00000022145	ENST00000263634
ENSECAG00000022149	ENST00000261024
ENSECAG00000022149	ENST00000261024
ENSECAG00000022150	ENST00000428708
ENSECAG00000022151	ENST00000310132
ENSECAG00000022152	ENST00000290039
ENSECAG00000022153	ENST00000521268
ENSECAG00000022154	ENST00000225665
ENSECAG00000022155	ENST00000248073
ENSECAG00000022156	ENST00000370855
ENSECAG00000022156	ENST00000370855
ENSECAG00000022158	ENST00000238497
ENSECAG00000022160	ENST00000306726
ENSECAG00000022162	ENST00000508802
ENSECAG00000022162	ENST00000261439
ENSECAG00000022163	ENST00000261842
ENSECAG00000022164	ENST00000344722
ENSECAG00000022165	ENST00000205948
ENSECAG00000022166	ENST00000359755
ENSECAG00000022167	ENST00000557592
ENSECAG00000022168	ENST00000327423
ENSECAG00000022169	ENST00000376215
ENSECAG00000022171	ENST00000403799
ENSECAG00000022172	ENST00000323544
ENSECAG00000022172	ENST00000323544
ENSECAG00000022174	ENST00000359332
ENSECAG00000022175	ENST00000304355
ENSECAG00000022176	ENST00000357244
ENSECAG00000022177	ENST00000355943
ENSECAG00000022177	ENST00000355943
ENSECAG00000022178	ENST00000495186
ENSECAG00000022179	ENST00000561610
ENSECAG00000022180	ENST00000361277
ENSECAG00000022181	ENST00000301732
ENSECAG00000022182	ENST00000618461
ENSECAG00000022184	ENST00000327423
ENSECAG00000022185	ENST00000543610
ENSECAG00000022186	ENST00000368408
ENSECAG00000022187	ENST00000341795
ENSECAG00000022188	ENST00000322563
ENSECAG00000022189	ENST00000371419
ENSECAG00000022190	ENST00000269195
ENSECAG00000022191	ENST00000324675
ENSECAG00000022192	ENST00000314531
ENSECAG00000022193	ENST00000382548
ENSECAG00000022194	ENST00000261739
ENSECAG00000022196	ENST00000279242
ENSECAG00000022197	ENST00000523916
ENSECAG00000022198	ENST00000257068
ENSECAG00000022199	ENST00000246529
ENSECAG00000022200	ENST00000628865
ENSECAG00000022202	ENST00000535015
ENSECAG00000022202	ENST00000261654
ENSECAG00000022203	ENST00000409177
ENSECAG00000022204	ENST00000522514
ENSECAG00000022206	ENST00000371717
ENSECAG00000000245	ENST00000282878
ENSECAG00000000245	ENST00000282878
ENSECAG00000014364	ENST00000381410
ENSECAG00000014364	ENST00000326277
ENSECAG00000010739	ENST00000296585
ENSECAG00000010739	ENST00000296585
ENSECAG00000010739	ENST00000296585
ENSECAG00000022209	ENST00000616140
ENSECAG00000022209	ENST00000616140
ENSECAG00000022211	ENST00000525817
ENSECAG00000022212	ENST00000374358
ENSECAG00000022213	ENST00000395829
ENSECAG00000022214	ENST00000367433
ENSECAG00000022215	ENST00000536226
ENSECAG00000022216	ENST00000536736
ENSECAG00000022217	ENST00000261708
ENSECAG00000022218	ENST00000368093
ENSECAG00000022219	ENST00000219139
ENSECAG00000022220	ENST00000613609
ENSECAG00000022220	ENST00000613609
ENSECAG00000022220	ENST00000613609
ENSECAG00000022221	ENST00000390452
ENSECAG00000022222	ENST00000392589
ENSECAG00000022223	ENST00000558247
ENSECAG00000022224	ENST00000617907
ENSECAG00000022225	ENST00000332725
ENSECAG00000022227	ENST00000323563
ENSECAG00000022228	ENST00000394056
ENSECAG00000022230	ENST00000321731
ENSECAG00000022231	ENST00000206262
ENSECAG00000022232	ENST00000367467
ENSECAG00000022233	ENST00000252244
ENSECAG00000022234	ENST00000306149
ENSECAG00000022235	ENST00000400903
ENSECAG00000022236	ENST00000299275
ENSECAG00000022237	ENST00000371589
ENSECAG00000022238	ENST00000611551
ENSECAG00000022239	ENST00000371930
ENSECAG00000022240	ENST00000627962
ENSECAG00000022241	ENST00000348261
ENSECAG00000022241	ENST00000348261
ENSECAG00000022242	ENST00000342679
ENSECAG00000022243	ENST00000370783
ENSECAG00000022244	ENST00000224356
ENSECAG00000022245	ENST00000318129
ENSECAG00000022246	ENST00000613180
ENSECAG00000022247	ENST00000367070
