ENSECAT00000000009	ENST00000359429
ENSECAT00000024570	ENST00000337474
ENSECAT00000024532	ENST00000321255
ENSECAT00000024903	ENST00000338641
ENSECAT00000024837	ENST00000308919
ENSECAT00000024578	ENST00000397817
ENSECAT00000024764	ENST00000371506
ENSECAT00000024635	ENST00000379410
ENSECAT00000024542	ENST00000307632
ENSECAT00000024590	ENST00000268489
ENSECAT00000024600	ENST00000268489
ENSECAT00000024870	ENST00000261601
ENSECAT00000024694	ENST00000358821
ENSECAT00000024543	ENST00000310046
ENSECAT00000024541	ENST00000337205
ENSECAT00000024575	ENST00000442488
ENSECAT00000024560	ENST00000321255
ENSECAT00000024713	ENST00000617322
ENSECAT00000024556	ENST00000408957
ENSECAT00000024584	ENST00000217420
ENSECAT00000024557	ENST00000398030
ENSECAT00000024561	ENST00000301744
ENSECAT00000024619	ENST00000373968
ENSECAT00000024563	ENST00000613071
ENSECAT00000024642	ENST00000274979
ENSECAT00000024577	ENST00000623963
ENSECAT00000024564	ENST00000622179
ENSECAT00000024574	ENST00000567028
ENSECAT00000024599	ENST00000381603
ENSECAT00000024572	ENST00000321255
ENSECAT00000024872	ENST00000504942
ENSECAT00000024920	ENST00000408894
ENSECAT00000025030	ENST00000323076
ENSECAT00000024702	ENST00000327681
ENSECAT00000024742	ENST00000220751
ENSECAT00000024633	ENST00000262593
ENSECAT00000024989	ENST00000264363
ENSECAT00000024607	ENST00000614659
ENSECAT00000024698	ENST00000395834
ENSECAT00000024721	ENST00000395834
ENSECAT00000024665	ENST00000393387
ENSECAT00000024630	ENST00000338909
ENSECAT00000024616	ENST00000434016
ENSECAT00000024662	ENST00000593135
ENSECAT00000024673	ENST00000590129
ENSECAT00000024651	ENST00000394349
ENSECAT00000024803	ENST00000262150
ENSECAT00000024631	ENST00000393306
ENSECAT00000024763	ENST00000234590
ENSECAT00000028919	ENST00000252729
ENSECAT00000024637	ENST00000228434
ENSECAT00000024765	ENST00000556143
ENSECAT00000024737	ENST00000256108
ENSECAT00000024626	ENST00000373441
ENSECAT00000024786	ENST00000301459
ENSECAT00000024595	ENST00000447313
ENSECAT00000024798	ENST00000588072
ENSECAT00000024700	ENST00000251993
ENSECAT00000024697	ENST00000259526
ENSECAT00000024612	ENST00000373768
ENSECAT00000024817	ENST00000374680
ENSECAT00000024826	ENST00000374680
ENSECAT00000024680	ENST00000296292
ENSECAT00000024827	ENST00000373585
ENSECAT00000024672	ENST00000263054
ENSECAT00000024618	ENST00000611114
ENSECAT00000024638	ENST00000252996
ENSECAT00000024646	ENST00000373764
ENSECAT00000024628	ENST00000630865
ENSECAT00000024735	ENST00000539111
ENSECAT00000024750	ENST00000369747
ENSECAT00000024644	ENST00000596149
ENSECAT00000024748	ENST00000503794
ENSECAT00000025141	ENST00000401393
ENSECAT00000025173	ENST00000401393
ENSECAT00000024636	ENST00000273375
ENSECAT00000025508	ENST00000302347
ENSECAT00000024830	ENST00000216341
ENSECAT00000024639	ENST00000447419
ENSECAT00000024810	ENST00000361264
ENSECAT00000024883	ENST00000287097
ENSECAT00000024824	ENST00000539575
ENSECAT00000024674	ENST00000371891
ENSECAT00000024711	ENST00000620131
ENSECAT00000024712	ENST00000388747
ENSECAT00000024896	ENST00000400556
ENSECAT00000024670	ENST00000329143
ENSECAT00000024648	ENST00000400228
ENSECAT00000024970	ENST00000264668
ENSECAT00000024841	ENST00000545805
ENSECAT00000024693	ENST00000297261
ENSECAT00000024913	ENST00000379019
ENSECAT00000024793	ENST00000254976
ENSECAT00000024701	ENST00000394169
ENSECAT00000024853	ENST00000608999
ENSECAT00000024866	ENST00000608999
ENSECAT00000023633	ENST00000621367
ENSECAT00000022954	ENST00000371979
ENSECAT00000029041	ENST00000394780
ENSECAT00000019915	ENST00000276204
ENSECAT00000022507	ENST00000276202
ENSECAT00000028970	ENST00000276204
ENSECAT00000025000	ENST00000369575
ENSECAT00000028839	ENST00000369575
ENSECAT00000024843	ENST00000261875
ENSECAT00000024926	ENST00000283871
ENSECAT00000025035	ENST00000263125
ENSECAT00000029006	ENST00000374607
ENSECAT00000028925	ENST00000244520
ENSECAT00000028903	ENST00000617617
ENSECAT00000025155	ENST00000281828
ENSECAT00000024695	ENST00000561282
ENSECAT00000024754	ENST00000418532
ENSECAT00000024668	ENST00000328405
ENSECAT00000024682	ENST00000375263
ENSECAT00000024744	ENST00000312562
ENSECAT00000024685	ENST00000268154
ENSECAT00000024941	ENST00000315758
ENSECAT00000024724	ENST00000393001
ENSECAT00000024782	ENST00000334295
ENSECAT00000024704	ENST00000328405
ENSECAT00000025170	ENST00000252599
ENSECAT00000024677	ENST00000366810
ENSECAT00000024801	ENST00000308212
ENSECAT00000024688	ENST00000439461
ENSECAT00000024678	ENST00000619481
ENSECAT00000025074	ENST00000315757
ENSECAT00000024809	ENST00000542541
ENSECAT00000024766	ENST00000377938
ENSECAT00000024759	ENST00000542507
ENSECAT00000028832	ENST00000445326
ENSECAT00000025300	ENST00000377298
ENSECAT00000025308	ENST00000361311
ENSECAT00000024959	ENST00000378204
ENSECAT00000024988	ENST00000378204
ENSECAT00000024885	ENST00000287482
ENSECAT00000024815	ENST00000296327
ENSECAT00000024850	ENST00000222256
ENSECAT00000024706	ENST00000594440
ENSECAT00000024922	ENST00000408903
ENSECAT00000024739	ENST00000216241
ENSECAT00000024726	ENST00000361584
ENSECAT00000024705	ENST00000229903
ENSECAT00000024847	ENST00000261509
ENSECAT00000024857	ENST00000261509
ENSECAT00000024825	ENST00000280700
ENSECAT00000024709	ENST00000395246
ENSECAT00000024716	ENST00000314393
ENSECAT00000024741	ENST00000633085
ENSECAT00000024880	ENST00000299882
ENSECAT00000024886	ENST00000299882
ENSECAT00000024891	ENST00000299882
ENSECAT00000024733	ENST00000358572
ENSECAT00000025002	ENST00000250244
ENSECAT00000024714	ENST00000252102
ENSECAT00000024727	ENST00000344823
ENSECAT00000024753	ENST00000452676
ENSECAT00000024799	ENST00000359534
ENSECAT00000024717	ENST00000379380
ENSECAT00000024722	ENST00000620041
ENSECAT00000024732	ENST00000462519
ENSECAT00000024740	ENST00000328313
ENSECAT00000024730	ENST00000409561
ENSECAT00000024761	ENST00000336061
ENSECAT00000025271	ENST00000258341
ENSECAT00000025298	ENST00000258341
ENSECAT00000024756	ENST00000258969
ENSECAT00000024796	ENST00000394671
ENSECAT00000024769	ENST00000276420
ENSECAT00000024790	ENST00000415061
ENSECAT00000024738	ENST00000633768
ENSECAT00000024787	ENST00000367556
ENSECAT00000025180	ENST00000297029
ENSECAT00000024854	ENST00000370086
ENSECAT00000025003	ENST00000372622
ENSECAT00000025667	ENST00000255882
ENSECAT00000025688	ENST00000255882
ENSECAT00000025694	ENST00000255882
ENSECAT00000024994	ENST00000435506
ENSECAT00000024736	ENST00000302632
ENSECAT00000024839	ENST00000612570
ENSECAT00000024774	ENST00000311762
ENSECAT00000024816	ENST00000376217
ENSECAT00000024821	ENST00000376217
ENSECAT00000024758	ENST00000369732
ENSECAT00000024813	ENST00000397659
ENSECAT00000024829	ENST00000377654
ENSECAT00000024781	ENST00000282466
ENSECAT00000024899	ENST00000284878
ENSECAT00000024983	ENST00000359626
ENSECAT00000024797	ENST00000263369
ENSECAT00000024916	ENST00000350302
ENSECAT00000025044	ENST00000334571
ENSECAT00000024993	ENST00000264811
ENSECAT00000025330	ENST00000368489
ENSECAT00000025402	ENST00000368489
ENSECAT00000025413	ENST00000368489
ENSECAT00000025335	ENST00000392320
ENSECAT00000025375	ENST00000392320
ENSECAT00000024804	ENST00000282892
ENSECAT00000025287	ENST00000330452
ENSECAT00000024760	ENST00000372587
ENSECAT00000024773	ENST00000541107
ENSECAT00000024757	ENST00000407684
ENSECAT00000024780	ENST00000623963
ENSECAT00000025058	ENST00000373491
ENSECAT00000025085	ENST00000373491
ENSECAT00000024785	ENST00000264710
ENSECAT00000025071	ENST00000307961
ENSECAT00000024800	ENST00000304043
ENSECAT00000025070	ENST00000615030
ENSECAT00000025410	ENST00000440014
ENSECAT00000024783	ENST00000378814
ENSECAT00000025036	ENST00000310144
ENSECAT00000024865	ENST00000438268
ENSECAT00000024772	ENST00000334793
ENSECAT00000024954	ENST00000400063
ENSECAT00000025202	ENST00000537344
ENSECAT00000025206	ENST00000342902
ENSECAT00000024869	ENST00000361084
ENSECAT00000024904	ENST00000296048
ENSECAT00000025080	ENST00000207870
ENSECAT00000024939	ENST00000537230
ENSECAT00000024833	ENST00000439686
ENSECAT00000024794	ENST00000398030
ENSECAT00000025415	ENST00000370571
ENSECAT00000024977	ENST00000397174
ENSECAT00000025371	ENST00000350060
ENSECAT00000024961	ENST00000261407
ENSECAT00000024973	ENST00000323274
ENSECAT00000024892	ENST00000372090
ENSECAT00000024917	ENST00000249389
ENSECAT00000024893	ENST00000257901
ENSECAT00000024889	ENST00000230053
ENSECAT00000024846	ENST00000240922
ENSECAT00000024984	ENST00000358896
ENSECAT00000024805	ENST00000382276
ENSECAT00000025408	ENST00000336596
ENSECAT00000024814	ENST00000622764
ENSECAT00000024840	ENST00000326499
ENSECAT00000024971	ENST00000338591
ENSECAT00000024811	ENST00000623963
ENSECAT00000025119	ENST00000262316
ENSECAT00000025001	ENST00000625241
ENSECAT00000025162	ENST00000634533
ENSECAT00000025129	ENST00000336812
ENSECAT00000025176	ENST00000336812
ENSECAT00000024820	ENST00000216252
ENSECAT00000024819	ENST00000253410
ENSECAT00000025095	ENST00000310300
ENSECAT00000025011	ENST00000610966
ENSECAT00000025232	ENST00000395792
ENSECAT00000024876	ENST00000399395
ENSECAT00000025419	ENST00000624552
ENSECAT00000024855	ENST00000617429
ENSECAT00000024874	ENST00000252677
ENSECAT00000024863	ENST00000343938
ENSECAT00000025442	ENST00000334256
ENSECAT00000025328	ENST00000382745
ENSECAT00000025078	ENST00000411529
ENSECAT00000025121	ENST00000368633
ENSECAT00000024844	ENST00000265044
ENSECAT00000024952	ENST00000434476
ENSECAT00000024836	ENST00000496687
ENSECAT00000024849	ENST00000284601
ENSECAT00000024975	ENST00000263663
ENSECAT00000025018	ENST00000609686
ENSECAT00000024928	ENST00000258955
ENSECAT00000024851	ENST00000558247
ENSECAT00000025019	ENST00000350690
ENSECAT00000024867	ENST00000267549
ENSECAT00000025533	ENST00000357991
ENSECAT00000025590	ENST00000375643
ENSECAT00000025604	ENST00000375643
ENSECAT00000024901	ENST00000307227
ENSECAT00000025147	ENST00000619559
ENSECAT00000024858	ENST00000303868
ENSECAT00000024927	ENST00000334513
ENSECAT00000025033	ENST00000566454
ENSECAT00000024878	ENST00000257262
ENSECAT00000025221	ENST00000368352
ENSECAT00000025072	ENST00000344229
ENSECAT00000024871	ENST00000259030
ENSECAT00000024957	ENST00000396556
ENSECAT00000024900	ENST00000368599
ENSECAT00000024918	ENST00000496455
ENSECAT00000025242	ENST00000397771
ENSECAT00000025245	ENST00000397771
ENSECAT00000025452	ENST00000252999
ENSECAT00000024897	ENST00000618185
ENSECAT00000024898	ENST00000262580
ENSECAT00000024902	ENST00000372898
ENSECAT00000024888	ENST00000321691
ENSECAT00000024884	ENST00000581694
ENSECAT00000025250	ENST00000350997
ENSECAT00000025084	ENST00000288912
ENSECAT00000025118	ENST00000288912
ENSECAT00000025124	ENST00000439741
ENSECAT00000024910	ENST00000391834
ENSECAT00000024890	ENST00000444870
ENSECAT00000024929	ENST00000561718
ENSECAT00000024979	ENST00000294600
ENSECAT00000024930	ENST00000623963
ENSECAT00000024950	ENST00000623963
ENSECAT00000024914	ENST00000612891
ENSECAT00000025203	ENST00000435064
ENSECAT00000028843	ENST00000606117
ENSECAT00000026306	ENST00000273353
ENSECAT00000026393	ENST00000273353
ENSECAT00000026453	ENST00000273353
ENSECAT00000026543	ENST00000273353
ENSECAT00000026558	ENST00000273353
ENSECAT00000026582	ENST00000273353
ENSECAT00000026597	ENST00000273353
ENSECAT00000026602	ENST00000273353
ENSECAT00000026611	ENST00000273353
ENSECAT00000026615	ENST00000273353
ENSECAT00000024908	ENST00000616266
ENSECAT00000024911	ENST00000307259
ENSECAT00000024938	ENST00000368480
ENSECAT00000025061	ENST00000293925
ENSECAT00000025097	ENST00000293925
ENSECAT00000025109	ENST00000293925
ENSECAT00000025163	ENST00000398559
ENSECAT00000024915	ENST00000503787
ENSECAT00000024990	ENST00000460425
ENSECAT00000025046	ENST00000435790
ENSECAT00000025425	ENST00000252512
ENSECAT00000025045	ENST00000306560
ENSECAT00000025026	ENST00000360299
ENSECAT00000024982	ENST00000297205
ENSECAT00000024976	ENST00000221480
ENSECAT00000025152	ENST00000263805
ENSECAT00000024942	ENST00000304191
ENSECAT00000024933	ENST00000375483
ENSECAT00000025351	ENST00000343984
ENSECAT00000024931	ENST00000404603
ENSECAT00000025253	ENST00000258145
ENSECAT00000025182	ENST00000389363
ENSECAT00000024946	ENST00000458208
ENSECAT00000025042	ENST00000312319
ENSECAT00000024937	ENST00000634790
ENSECAT00000025583	ENST00000624922
ENSECAT00000025629	ENST00000624922
ENSECAT00000025006	ENST00000222584
ENSECAT00000025103	ENST00000369429
ENSECAT00000025057	ENST00000264771
ENSECAT00000024947	ENST00000396846
ENSECAT00000024960	ENST00000304926
ENSECAT00000024969	ENST00000592529
ENSECAT00000024974	ENST00000418587
ENSECAT00000025380	ENST00000261800
ENSECAT00000025013	ENST00000274306
ENSECAT00000025130	ENST00000371728
ENSECAT00000025136	ENST00000371728
ENSECAT00000025315	ENST00000614565
ENSECAT00000025370	ENST00000249344
ENSECAT00000025427	ENST00000249344
ENSECAT00000025051	ENST00000264938
ENSECAT00000024951	ENST00000423645
ENSECAT00000025054	ENST00000380035
ENSECAT00000025010	ENST00000323959
ENSECAT00000025029	ENST00000298492
ENSECAT00000024981	ENST00000355527
ENSECAT00000025055	ENST00000229243
ENSECAT00000025357	ENST00000003302
ENSECAT00000025389	ENST00000003302
ENSECAT00000024972	ENST00000622125
ENSECAT00000012332	ENST00000400319
ENSECAT00000012204	ENST00000373054
ENSECAT00000028940	ENST00000373054
ENSECAT00000026422	ENST00000276185
ENSECAT00000029038	ENST00000276185
ENSECAT00000000945	ENST00000361603
ENSECAT00000029119	ENST00000375820
ENSECAT00000025025	ENST00000344839
ENSECAT00000025205	ENST00000215095
ENSECAT00000025068	ENST00000304084
ENSECAT00000025049	ENST00000409609
ENSECAT00000025028	ENST00000272444
ENSECAT00000025040	ENST00000454366
ENSECAT00000025169	ENST00000393399
ENSECAT00000025116	ENST00000343916
ENSECAT00000025307	ENST00000394089
ENSECAT00000025143	ENST00000301738
ENSECAT00000025160	ENST00000312350
ENSECAT00000025254	ENST00000289013
ENSECAT00000024995	ENST00000434713
ENSECAT00000025038	ENST00000286298
ENSECAT00000025017	ENST00000593646
ENSECAT00000024987	ENST00000409561
ENSECAT00000025211	ENST00000543473
ENSECAT00000024998	ENST00000287641
ENSECAT00000025244	ENST00000256497
ENSECAT00000025762	ENST00000309996
ENSECAT00000025127	ENST00000312515
ENSECAT00000025069	ENST00000236698
ENSECAT00000025238	ENST00000325385
ENSECAT00000025059	ENST00000366628
ENSECAT00000025120	ENST00000257901
ENSECAT00000025093	ENST00000396049
ENSECAT00000025016	ENST00000595661
ENSECAT00000025076	ENST00000305631
ENSECAT00000025014	ENST00000569227
ENSECAT00000025034	ENST00000442466
ENSECAT00000025229	ENST00000287474
ENSECAT00000025063	ENST00000357484
ENSECAT00000025024	ENST00000310194
ENSECAT00000025023	ENST00000373695
ENSECAT00000025065	ENST00000373510
ENSECAT00000025111	ENST00000439424
ENSECAT00000025094	ENST00000278947
ENSECAT00000025092	ENST00000263372
ENSECAT00000025082	ENST00000303592
ENSECAT00000025037	ENST00000354124
ENSECAT00000025087	ENST00000505785
ENSECAT00000025158	ENST00000252506
ENSECAT00000025050	ENST00000382932
ENSECAT00000025056	ENST00000393927
ENSECAT00000025178	ENST00000447906
ENSECAT00000025067	ENST00000318753
ENSECAT00000025174	ENST00000261921
ENSECAT00000025197	ENST00000291577
ENSECAT00000025228	ENST00000368440
ENSECAT00000025101	ENST00000473989
ENSECAT00000026164	ENST00000224721
ENSECAT00000026167	ENST00000622827
ENSECAT00000026182	ENST00000622827
ENSECAT00000026185	ENST00000622827
ENSECAT00000025062	ENST00000190165
ENSECAT00000025291	ENST00000406780
ENSECAT00000025360	ENST00000325805
ENSECAT00000025277	ENST00000259457
ENSECAT00000025195	ENST00000334047
ENSECAT00000025128	ENST00000497571
ENSECAT00000025226	ENST00000216797
ENSECAT00000025366	ENST00000344327
ENSECAT00000025161	ENST00000623963
ENSECAT00000025138	ENST00000324001
ENSECAT00000025217	ENST00000264318
ENSECAT00000025064	ENST00000390664
ENSECAT00000025278	ENST00000612156
ENSECAT00000025114	ENST00000377834
ENSECAT00000025586	ENST00000397932
ENSECAT00000025653	ENST00000397928
ENSECAT00000025661	ENST00000397928
ENSECAT00000025674	ENST00000397928
ENSECAT00000025108	ENST00000258173
ENSECAT00000025077	ENST00000523286
ENSECAT00000025412	ENST00000293350
ENSECAT00000025460	ENST00000262839
ENSECAT00000025321	ENST00000618519
ENSECAT00000025194	ENST00000346618
ENSECAT00000025115	ENST00000616200
ENSECAT00000025110	ENST00000388934
ENSECAT00000025403	ENST00000521400
ENSECAT00000025100	ENST00000239690
ENSECAT00000025105	ENST00000315475
ENSECAT00000025104	ENST00000293405
ENSECAT00000025090	ENST00000397470
ENSECAT00000025089	ENST00000229955
ENSECAT00000025209	ENST00000256544
ENSECAT00000025099	ENST00000297857
ENSECAT00000025139	ENST00000354822
ENSECAT00000025241	ENST00000447368
ENSECAT00000025499	ENST00000393695
ENSECAT00000025137	ENST00000316149
ENSECAT00000025107	ENST00000376414
ENSECAT00000025297	ENST00000264833
ENSECAT00000025106	ENST00000366610
ENSECAT00000025181	ENST00000303204
ENSECAT00000025320	ENST00000556029
ENSECAT00000025122	ENST00000294818
ENSECAT00000025177	ENST00000264313
ENSECAT00000025112	ENST00000372025
ENSECAT00000025154	ENST00000334464
ENSECAT00000025144	ENST00000375662
ENSECAT00000025503	ENST00000378954
ENSECAT00000025123	ENST00000444149
ENSECAT00000025142	ENST00000444842
ENSECAT00000025196	ENST00000381346
ENSECAT00000025175	ENST00000376771
ENSECAT00000025168	ENST00000568365
ENSECAT00000025446	ENST00000319023
ENSECAT00000025256	ENST00000369764
ENSECAT00000025280	ENST00000369764
ENSECAT00000025164	ENST00000423345
ENSECAT00000025313	ENST00000432176
ENSECAT00000025159	ENST00000264723
ENSECAT00000025167	ENST00000398452
ENSECAT00000025342	ENST00000368087
ENSECAT00000025391	ENST00000281928
ENSECAT00000025862	ENST00000263519
ENSECAT00000025864	ENST00000263519
ENSECAT00000025208	ENST00000532620
ENSECAT00000025451	ENST00000340019
ENSECAT00000025153	ENST00000525095
ENSECAT00000025151	ENST00000417239
ENSECAT00000025186	ENST00000329198
ENSECAT00000025189	ENST00000329734
ENSECAT00000025249	ENST00000226413
ENSECAT00000025183	ENST00000377065
ENSECAT00000025149	ENST00000322310
ENSECAT00000025398	ENST00000315939
ENSECAT00000025440	ENST00000315939
ENSECAT00000025447	ENST00000535572
ENSECAT00000025469	ENST00000535572
ENSECAT00000025507	ENST00000369110
ENSECAT00000025234	ENST00000368977
ENSECAT00000025528	ENST00000231188
ENSECAT00000025538	ENST00000611816
ENSECAT00000025553	ENST00000399332
ENSECAT00000025220	ENST00000409012
ENSECAT00000025157	ENST00000332427
ENSECAT00000025311	ENST00000339561
ENSECAT00000018964	ENST00000443824
ENSECAT00000028845	ENST00000443824
ENSECAT00000018484	ENST00000443824
ENSECAT00000016766	ENST00000378677
ENSECAT00000028985	ENST00000357033
ENSECAT00000025237	ENST00000356413
ENSECAT00000029044	ENST00000541412
ENSECAT00000025179	ENST00000216513
ENSECAT00000025294	ENST00000372389
ENSECAT00000025394	ENST00000519540
ENSECAT00000025185	ENST00000372726
ENSECAT00000025670	ENST00000344644
ENSECAT00000025758	ENST00000305139
ENSECAT00000025774	ENST00000482026
ENSECAT00000025293	ENST00000372890
ENSECAT00000025188	ENST00000368100
ENSECAT00000025200	ENST00000550065
ENSECAT00000025329	ENST00000355105
ENSECAT00000025423	ENST00000369550
ENSECAT00000025262	ENST00000393825
ENSECAT00000025215	ENST00000398250
ENSECAT00000025333	ENST00000616568
ENSECAT00000026012	ENST00000360273
ENSECAT00000025190	ENST00000556489
ENSECAT00000025224	ENST00000409996
ENSECAT00000025198	ENST00000409241
ENSECAT00000025317	ENST00000397410
ENSECAT00000025184	ENST00000408957
ENSECAT00000025579	ENST00000618327
ENSECAT00000025593	ENST00000618327
ENSECAT00000025666	ENST00000618327
ENSECAT00000025222	ENST00000294964
ENSECAT00000029047	ENST00000330636
ENSECAT00000028958	ENST00000342415
ENSECAT00000025290	ENST00000412891
ENSECAT00000025472	ENST00000625842
ENSECAT00000025476	ENST00000436792
ENSECAT00000025649	ENST00000301732
ENSECAT00000025377	ENST00000395532
ENSECAT00000025268	ENST00000351486
ENSECAT00000025199	ENST00000320990
ENSECAT00000025292	ENST00000396373
ENSECAT00000025349	ENST00000396373
ENSECAT00000025207	ENST00000335012
ENSECAT00000025204	ENST00000228872
ENSECAT00000025404	ENST00000262290
ENSECAT00000025264	ENST00000251089
ENSECAT00000025214	ENST00000360464
ENSECAT00000025363	ENST00000222345
ENSECAT00000025345	ENST00000404820
ENSECAT00000025381	ENST00000334018
ENSECAT00000025210	ENST00000420702
ENSECAT00000025266	ENST00000623963
ENSECAT00000025246	ENST00000233025
ENSECAT00000025216	ENST00000341785
ENSECAT00000025243	ENST00000426626
ENSECAT00000025479	ENST00000312397
ENSECAT00000025505	ENST00000312397
ENSECAT00000025347	ENST00000377842
ENSECAT00000025259	ENST00000521688
ENSECAT00000025361	ENST00000412271
ENSECAT00000025596	ENST00000394196
ENSECAT00000025255	ENST00000616351
ENSECAT00000025275	ENST00000290552
ENSECAT00000025295	ENST00000355547
ENSECAT00000025235	ENST00000609928
ENSECAT00000025305	ENST00000238789
ENSECAT00000025396	ENST00000360421
ENSECAT00000025430	ENST00000360421
ENSECAT00000025227	ENST00000316594
ENSECAT00000025263	ENST00000476325
ENSECAT00000025270	ENST00000476325
ENSECAT00000025337	ENST00000309117
ENSECAT00000025282	ENST00000370005
ENSECAT00000025240	ENST00000552951
ENSECAT00000025258	ENST00000237642
ENSECAT00000025247	ENST00000423738
ENSECAT00000025231	ENST00000503646
ENSECAT00000025411	ENST00000311085
ENSECAT00000025372	ENST00000417717
ENSECAT00000025236	ENST00000373693
ENSECAT00000025367	ENST00000231887
ENSECAT00000025358	ENST00000375679
ENSECAT00000025392	ENST00000321358
ENSECAT00000025807	ENST00000369983
ENSECAT00000025449	ENST00000393600
ENSECAT00000025283	ENST00000376806
ENSECAT00000025417	ENST00000379376
ENSECAT00000025265	ENST00000308700
ENSECAT00000025522	ENST00000568530
ENSECAT00000025543	ENST00000568530
ENSECAT00000025455	ENST00000405413
ENSECAT00000025376	ENST00000396426
ENSECAT00000025656	ENST00000550722
ENSECAT00000025663	ENST00000550722
ENSECAT00000025257	ENST00000296776
ENSECAT00000025261	ENST00000400664
ENSECAT00000025273	ENST00000400389
ENSECAT00000025466	ENST00000318222
ENSECAT00000025964	ENST00000276440
ENSECAT00000026006	ENST00000276440
ENSECAT00000025279	ENST00000454765
ENSECAT00000025286	ENST00000302441
ENSECAT00000025272	ENST00000597610
ENSECAT00000025301	ENST00000424263
ENSECAT00000025344	ENST00000251296
ENSECAT00000025542	ENST00000505374
ENSECAT00000025388	ENST00000240361
ENSECAT00000025302	ENST00000240652
ENSECAT00000025484	ENST00000304231
ENSECAT00000025309	ENST00000343936
ENSECAT00000025325	ENST00000338305
ENSECAT00000025496	ENST00000358007
ENSECAT00000025303	ENST00000260379
ENSECAT00000025525	ENST00000430046
ENSECAT00000025327	ENST00000291294
ENSECAT00000025312	ENST00000245812
ENSECAT00000025489	ENST00000256460
ENSECAT00000025284	ENST00000426548
ENSECAT00000025285	ENST00000426548
ENSECAT00000025486	ENST00000248933
ENSECAT00000025395	ENST00000630269
ENSECAT00000025288	ENST00000369101
ENSECAT00000025334	ENST00000620915
ENSECAT00000025319	ENST00000398030
ENSECAT00000025314	ENST00000615746
ENSECAT00000025540	ENST00000379861
ENSECAT00000025339	ENST00000619352
ENSECAT00000025310	ENST00000333952
ENSECAT00000025323	ENST00000333952
ENSECAT00000025299	ENST00000328434
ENSECAT00000025400	ENST00000222990
ENSECAT00000025373	ENST00000392496
ENSECAT00000025531	ENST00000264220
ENSECAT00000025544	ENST00000256104
ENSECAT00000025582	ENST00000370331
ENSECAT00000025620	ENST00000322927
ENSECAT00000025599	ENST00000296577
ENSECAT00000025558	ENST00000396600
ENSECAT00000025581	ENST00000396600
ENSECAT00000025601	ENST00000396600
ENSECAT00000025628	ENST00000396600
ENSECAT00000025341	ENST00000275227
ENSECAT00000025362	ENST00000370766
ENSECAT00000025365	ENST00000370764
ENSECAT00000025382	ENST00000617839
ENSECAT00000025324	ENST00000344129
ENSECAT00000025576	ENST00000078429
ENSECAT00000029068	ENST00000253794
ENSECAT00000025399	ENST00000592554
ENSECAT00000025462	ENST00000537776
ENSECAT00000025536	ENST00000261537
ENSECAT00000025336	ENST00000487146
ENSECAT00000025727	ENST00000200557
ENSECAT00000025733	ENST00000200557
ENSECAT00000025418	ENST00000378623
ENSECAT00000025332	ENST00000333952
ENSECAT00000025354	ENST00000392332
ENSECAT00000025384	ENST00000357485
ENSECAT00000025401	ENST00000313961
ENSECAT00000025641	ENST00000368507
ENSECAT00000025736	ENST00000336592
ENSECAT00000025746	ENST00000371322
ENSECAT00000025356	ENST00000295087
ENSECAT00000025393	ENST00000040877
ENSECAT00000025514	ENST00000262320
ENSECAT00000025515	ENST00000354866
ENSECAT00000025353	ENST00000395797
ENSECAT00000025350	ENST00000593660
ENSECAT00000025346	ENST00000258829
ENSECAT00000026041	ENST00000359644
ENSECAT00000025517	ENST00000199280
ENSECAT00000025355	ENST00000420702
ENSECAT00000025368	ENST00000342280
ENSECAT00000025359	ENST00000564719
ENSECAT00000025369	ENST00000442738
ENSECAT00000025450	ENST00000392321
ENSECAT00000025617	ENST00000389032
ENSECAT00000025414	ENST00000361719
ENSECAT00000025556	ENST00000531224
ENSECAT00000025416	ENST00000301729
ENSECAT00000025511	ENST00000274487
ENSECAT00000025426	ENST00000532404
ENSECAT00000025397	ENST00000614317
ENSECAT00000025676	ENST00000541916
ENSECAT00000025605	ENST00000244137
ENSECAT00000025611	ENST00000244137
ENSECAT00000025390	ENST00000488417
ENSECAT00000025441	ENST00000309893
ENSECAT00000025706	ENST00000463876
ENSECAT00000025497	ENST00000259512
ENSECAT00000025475	ENST00000611517
ENSECAT00000025470	ENST00000492112
ENSECAT00000025435	ENST00000443866
ENSECAT00000025645	ENST00000243167
ENSECAT00000025471	ENST00000402703
ENSECAT00000025573	ENST00000334163
ENSECAT00000025443	ENST00000300688
ENSECAT00000025595	ENST00000261741
ENSECAT00000025487	ENST00000273221
ENSECAT00000025637	ENST00000392993
ENSECAT00000025695	ENST00000393438
ENSECAT00000025434	ENST00000289707
ENSECAT00000025778	ENST00000373719
ENSECAT00000025740	ENST00000318981
ENSECAT00000025806	ENST00000230640
ENSECAT00000025406	ENST00000291182
ENSECAT00000025407	ENST00000291182
ENSECAT00000025829	ENST00000360802
ENSECAT00000025409	ENST00000263339
ENSECAT00000025405	ENST00000273990
ENSECAT00000025483	ENST00000375835
ENSECAT00000025421	ENST00000302610
ENSECAT00000025783	ENST00000370214
ENSECAT00000025457	ENST00000296417
ENSECAT00000025715	ENST00000315274
ENSECAT00000025432	ENST00000624358
ENSECAT00000025438	ENST00000392924
ENSECAT00000025431	ENST00000369738
ENSECAT00000025429	ENST00000255764
ENSECAT00000025616	ENST00000295640
