Ensembl Gene ID	Ensembl Transcript ID
ENSECAG00000019255	ENSECAT00000020365
ENSECAG00000019256	ENSECAT00000020848
ENSECAG00000019257	ENSECAT00000020717
ENSECAG00000019258	ENSECAT00000020463
ENSECAG00000019259	ENSECAT00000020409
ENSECAG00000019260	ENSECAT00000020608
ENSECAG00000019261	ENSECAT00000020484
ENSECAG00000019261	ENSECAT00000020504
ENSECAG00000019262	ENSECAT00000020366
ENSECAG00000019263	ENSECAT00000021254
ENSECAG00000019263	ENSECAT00000021301
ENSECAG00000019263	ENSECAT00000021337
ENSECAG00000019264	ENSECAT00000020894
ENSECAG00000019265	ENSECAT00000020372
ENSECAG00000019266	ENSECAT00000020458
ENSECAG00000019267	ENSECAT00000020786
ENSECAG00000019268	ENSECAT00000020460
ENSECAG00000019269	ENSECAT00000020477
ENSECAG00000019270	ENSECAT00000020383
ENSECAG00000019271	ENSECAT00000020373
ENSECAG00000019272	ENSECAT00000020392
ENSECAG00000019273	ENSECAT00000020407
ENSECAG00000019274	ENSECAT00000020442
ENSECAG00000019275	ENSECAT00000020433
ENSECAG00000019276	ENSECAT00000020815
ENSECAG00000019277	ENSECAT00000020741
ENSECAG00000019278	ENSECAT00000020487
ENSECAG00000019279	ENSECAT00000020405
ENSECAG00000019280	ENSECAT00000020630
ENSECAG00000019281	ENSECAT00000020521
ENSECAG00000019282	ENSECAT00000020634
ENSECAG00000019283	ENSECAT00000020712
ENSECAG00000019284	ENSECAT00000020618
ENSECAG00000019285	ENSECAT00000020787
ENSECAG00000019286	ENSECAT00000020426
ENSECAG00000019287	ENSECAT00000020394
ENSECAG00000019288	ENSECAT00000020396
ENSECAG00000019289	ENSECAT00000020474
ENSECAG00000019290	ENSECAT00000020563
ENSECAG00000019291	ENSECAT00000020402
ENSECAG00000019292	ENSECAT00000020565
ENSECAG00000019293	ENSECAT00000020527
ENSECAG00000019294	ENSECAT00000020447
ENSECAG00000019295	ENSECAT00000020401
ENSECAG00000019296	ENSECAT00000020566
ENSECAG00000019297	ENSECAT00000020719
ENSECAG00000019297	ENSECAT00000020882
ENSECAG00000019297	ENSECAT00000020952
ENSECAG00000019298	ENSECAT00000020636
ENSECAG00000019299	ENSECAT00000021195
ENSECAG00000019299	ENSECAT00000021237
ENSECAG00000019300	ENSECAT00000020628
ENSECAG00000019301	ENSECAT00000020588
ENSECAG00000019302	ENSECAT00000020449
ENSECAG00000019303	ENSECAT00000020413
ENSECAG00000019304	ENSECAT00000020414
ENSECAG00000019305	ENSECAT00000020711
ENSECAG00000019306	ENSECAT00000020500
ENSECAG00000019307	ENSECAT00000020444
ENSECAG00000019308	ENSECAT00000020465
ENSECAG00000019309	ENSECAT00000020835
ENSECAG00000019309	ENSECAT00000020899
ENSECAG00000019310	ENSECAT00000020417
ENSECAG00000019311	ENSECAT00000020427
ENSECAG00000019312	ENSECAT00000021365
ENSECAG00000019313	ENSECAT00000020425
ENSECAG00000019314	ENSECAT00000020439
ENSECAG00000019315	ENSECAT00000020435
ENSECAG00000019316	ENSECAT00000020437
ENSECAG00000019317	ENSECAT00000020523
ENSECAG00000019318	ENSECAT00000021011
ENSECAG00000019319	ENSECAT00000020452
ENSECAG00000019320	ENSECAT00000020538
ENSECAG00000019321	ENSECAT00000020582
ENSECAG00000019322	ENSECAT00000020499
ENSECAG00000019323	ENSECAT00000020692
ENSECAG00000019324	ENSECAT00000020547
ENSECAG00000019324	ENSECAT00000020575
ENSECAG00000019325	ENSECAT00000020737
ENSECAG00000019326	ENSECAT00000021035
ENSECAG00000019327	ENSECAT00000020516
ENSECAG00000019329	ENSECAT00000020851
ENSECAG00000019330	ENSECAT00000020450
ENSECAG00000019331	ENSECAT00000020478
ENSECAG00000019332	ENSECAT00000020747
ENSECAG00000019333	ENSECAT00000020445
ENSECAG00000019334	ENSECAT00000020814
ENSECAG00000019335	ENSECAT00000020515
ENSECAG00000019336	ENSECAT00000020691
ENSECAG00000019337	ENSECAT00000020495
ENSECAG00000019338	ENSECAT00000020558
ENSECAG00000019339	ENSECAT00000020503
ENSECAG00000019340	ENSECAT00000020453
ENSECAG00000019341	ENSECAT00000020854
ENSECAG00000019342	ENSECAT00000020448
ENSECAG00000019343	ENSECAT00000021328
ENSECAG00000019344	ENSECAT00000020648
ENSECAG00000019345	ENSECAT00000020461
ENSECAG00000019346	ENSECAT00000020673
ENSECAG00000019348	ENSECAT00000020462
ENSECAG00000019349	ENSECAT00000020490
ENSECAG00000019350	ENSECAT00000020686
ENSECAG00000019351	ENSECAT00000020472
ENSECAG00000019352	ENSECAT00000020539
ENSECAG00000019353	ENSECAT00000020480
ENSECAG00000019354	ENSECAT00000020595
ENSECAG00000019355	ENSECAT00000020725
ENSECAG00000019356	ENSECAT00000020509
ENSECAG00000019357	ENSECAT00000020476
ENSECAG00000019358	ENSECAT00000020470
ENSECAG00000019359	ENSECAT00000020654
ENSECAG00000019360	ENSECAT00000020699
ENSECAG00000019362	ENSECAT00000020475
ENSECAG00000019363	ENSECAT00000020585
ENSECAG00000019364	ENSECAT00000020678
ENSECAG00000019365	ENSECAT00000021079
ENSECAG00000019366	ENSECAT00000021357
ENSECAG00000019367	ENSECAT00000020784
ENSECAG00000019369	ENSECAT00000020936
ENSECAG00000019370	ENSECAT00000020849
ENSECAG00000019371	ENSECAT00000020931
ENSECAG00000019372	ENSECAT00000020491
ENSECAG00000019373	ENSECAT00000020944
ENSECAG00000019374	ENSECAT00000020518
ENSECAG00000019375	ENSECAT00000020780
ENSECAG00000019376	ENSECAT00000020483
ENSECAG00000019377	ENSECAT00000020633
ENSECAG00000019378	ENSECAT00000020545
ENSECAG00000019379	ENSECAT00000020497
ENSECAG00000019380	ENSECAT00000020508
ENSECAG00000019381	ENSECAT00000020718
ENSECAG00000019382	ENSECAT00000020550
ENSECAG00000019383	ENSECAT00000020505
ENSECAG00000019384	ENSECAT00000020670
ENSECAG00000019385	ENSECAT00000020969
ENSECAG00000019386	ENSECAT00000020584
ENSECAG00000019387	ENSECAT00000020560
ENSECAG00000019388	ENSECAT00000020606
ENSECAG00000019389	ENSECAT00000021289
ENSECAG00000019390	ENSECAT00000020528
ENSECAG00000019391	ENSECAT00000020632
ENSECAG00000019392	ENSECAT00000020603
ENSECAG00000019393	ENSECAT00000020507
ENSECAG00000019394	ENSECAT00000020544
ENSECAG00000019395	ENSECAT00000020682
ENSECAG00000019396	ENSECAT00000020583
ENSECAG00000019397	ENSECAT00000020512
ENSECAG00000019398	ENSECAT00000020601
ENSECAG00000019399	ENSECAT00000020705
ENSECAG00000019400	ENSECAT00000020540
ENSECAG00000019401	ENSECAT00000020745
ENSECAG00000019402	ENSECAT00000020522
ENSECAG00000019403	ENSECAT00000020987
ENSECAG00000019403	ENSECAT00000021009
ENSECAG00000019404	ENSECAT00000020635
ENSECAG00000019405	ENSECAT00000020535
ENSECAG00000019406	ENSECAT00000020536
ENSECAG00000019407	ENSECAT00000020615
ENSECAG00000019408	ENSECAT00000021245
ENSECAG00000019410	ENSECAT00000020564
ENSECAG00000019411	ENSECAT00000020769
ENSECAG00000019412	ENSECAT00000020611
ENSECAG00000019413	ENSECAT00000020525
ENSECAG00000019414	ENSECAT00000020576
ENSECAG00000019415	ENSECAT00000020783
ENSECAG00000019416	ENSECAT00000021108
ENSECAG00000019417	ENSECAT00000020627
ENSECAG00000019418	ENSECAT00000020546
ENSECAG00000019419	ENSECAT00000020551
ENSECAG00000019420	ENSECAT00000020812
ENSECAG00000019421	ENSECAT00000020569
ENSECAG00000019422	ENSECAT00000020559
ENSECAG00000019423	ENSECAT00000021094
ENSECAG00000019424	ENSECAT00000020799
ENSECAG00000019425	ENSECAT00000020755
ENSECAG00000019426	ENSECAT00000020557
ENSECAG00000019427	ENSECAT00000020761
ENSECAG00000019427	ENSECAT00000020816
ENSECAG00000019428	ENSECAT00000020904
ENSECAG00000019429	ENSECAT00000021518
ENSECAG00000019429	ENSECAT00000021639
ENSECAG00000019430	ENSECAT00000020586
ENSECAG00000019431	ENSECAT00000021543
ENSECAG00000019431	ENSECAT00000021597
ENSECAG00000019432	ENSECAT00000020665
ENSECAG00000019433	ENSECAT00000020590
ENSECAG00000019434	ENSECAT00000020655
ENSECAG00000019435	ENSECAT00000020555
ENSECAG00000019436	ENSECAT00000020988
ENSECAG00000019437	ENSECAT00000020758
ENSECAG00000019438	ENSECAT00000020602
ENSECAG00000019439	ENSECAT00000021132
ENSECAG00000019440	ENSECAT00000020675
ENSECAG00000019440	ENSECAT00000020714
ENSECAG00000019441	ENSECAT00000020739
ENSECAG00000019442	ENSECAT00000020731
ENSECAG00000019443	ENSECAT00000020619
ENSECAG00000019444	ENSECAT00000020581
ENSECAG00000019445	ENSECAT00000020742
ENSECAG00000019446	ENSECAT00000020625
ENSECAG00000019447	ENSECAT00000020947
ENSECAG00000019448	ENSECAT00000020570
ENSECAG00000019449	ENSECAT00000020830
ENSECAG00000019450	ENSECAT00000020574
ENSECAG00000019451	ENSECAT00000020621
ENSECAG00000019452	ENSECAT00000021166
ENSECAG00000019453	ENSECAT00000020651
ENSECAG00000019454	ENSECAT00000020617
ENSECAG00000019455	ENSECAT00000020757
ENSECAG00000019456	ENSECAT00000020857
ENSECAG00000019457	ENSECAT00000020821
ENSECAG00000019458	ENSECAT00000022272
ENSECAG00000019458	ENSECAT00000022316
ENSECAG00000019459	ENSECAT00000020594
ENSECAG00000019460	ENSECAT00000020801
ENSECAG00000019461	ENSECAT00000020700
ENSECAG00000019462	ENSECAT00000020643
ENSECAG00000019463	ENSECAT00000020604
ENSECAG00000019463	ENSECAT00000020623
ENSECAG00000019464	ENSECAT00000020593
ENSECAG00000019465	ENSECAT00000021279
ENSECAG00000019466	ENSECAT00000020910
ENSECAG00000019467	ENSECAT00000020589
ENSECAG00000019469	ENSECAT00000020597
ENSECAG00000019470	ENSECAT00000020637
ENSECAG00000019471	ENSECAT00000020774
ENSECAG00000019471	ENSECAT00000020789
ENSECAG00000019472	ENSECAT00000020825
ENSECAG00000019473	ENSECAT00000020612
ENSECAG00000019474	ENSECAT00000021134
ENSECAG00000019475	ENSECAT00000020708
ENSECAG00000019476	ENSECAT00000021811
ENSECAG00000019476	ENSECAT00000021819
ENSECAG00000019477	ENSECAT00000020610
ENSECAG00000019478	ENSECAT00000020829
ENSECAG00000019479	ENSECAT00000020620
ENSECAG00000019480	ENSECAT00000021386
ENSECAG00000019481	ENSECAT00000020858
ENSECAG00000019482	ENSECAT00000020622
ENSECAG00000019483	ENSECAT00000020613
ENSECAG00000019484	ENSECAT00000021007
ENSECAG00000019485	ENSECAT00000021021
ENSECAG00000019486	ENSECAT00000020831
ENSECAG00000019487	ENSECAT00000020679
ENSECAG00000019488	ENSECAT00000020709
ENSECAG00000019489	ENSECAT00000020656
ENSECAG00000019490	ENSECAT00000020614
ENSECAG00000019491	ENSECAT00000020986
ENSECAG00000019492	ENSECAT00000020971
ENSECAG00000019493	ENSECAT00000020732
ENSECAG00000019494	ENSECAT00000020638
ENSECAG00000019495	ENSECAT00000020662
ENSECAG00000019496	ENSECAT00000020852
ENSECAG00000019497	ENSECAT00000021043
ENSECAG00000019497	ENSECAT00000021054
ENSECAG00000019498	ENSECAT00000020624
ENSECAG00000019499	ENSECAT00000020687
ENSECAG00000019500	ENSECAT00000020629
ENSECAG00000019501	ENSECAT00000020710
ENSECAG00000019502	ENSECAT00000021089
ENSECAG00000019503	ENSECAT00000020813
ENSECAG00000026893	ENSECAT00000029101
ENSECAG00000019505	ENSECAT00000020641
ENSECAG00000019506	ENSECAT00000021030
ENSECAG00000019507	ENSECAT00000020856
ENSECAG00000019508	ENSECAT00000020647
ENSECAG00000019509	ENSECAT00000022438
ENSECAG00000019510	ENSECAT00000020695
ENSECAG00000019511	ENSECAT00000020667
ENSECAG00000019512	ENSECAT00000020781
ENSECAG00000019513	ENSECAT00000020658
ENSECAG00000019514	ENSECAT00000021010
ENSECAG00000019515	ENSECAT00000020664
ENSECAG00000019516	ENSECAT00000020653
ENSECAG00000019517	ENSECAT00000020660
ENSECAG00000019518	ENSECAT00000020698
ENSECAG00000019519	ENSECAT00000020661
ENSECAG00000019520	ENSECAT00000020876
ENSECAG00000019521	ENSECAT00000020652
ENSECAG00000019522	ENSECAT00000020767
ENSECAG00000019523	ENSECAT00000020657
ENSECAG00000019524	ENSECAT00000020880
ENSECAG00000019526	ENSECAT00000020804
ENSECAG00000019527	ENSECAT00000020683
ENSECAG00000019528	ENSECAT00000020756
ENSECAG00000019529	ENSECAT00000020696
ENSECAG00000019530	ENSECAT00000020676
ENSECAG00000019531	ENSECAT00000020972
ENSECAG00000019532	ENSECAT00000020720
ENSECAG00000019533	ENSECAT00000022299
ENSECAG00000019533	ENSECAT00000022570
ENSECAG00000019533	ENSECAT00000022687
ENSECAG00000019533	ENSECAT00000022768
ENSECAG00000019534	ENSECAT00000020677
ENSECAG00000019535	ENSECAT00000020668
ENSECAG00000019536	ENSECAT00000020694
ENSECAG00000019537	ENSECAT00000020672
ENSECAG00000019538	ENSECAT00000020803
ENSECAG00000019539	ENSECAT00000020666
ENSECAG00000019540	ENSECAT00000021479
ENSECAG00000019541	ENSECAT00000021285
ENSECAG00000019542	ENSECAT00000020968
ENSECAG00000019543	ENSECAT00000020727
ENSECAG00000019544	ENSECAT00000021055
ENSECAG00000019545	ENSECAT00000021569
ENSECAG00000019545	ENSECAT00000021772
ENSECAG00000019546	ENSECAT00000021027
ENSECAG00000019547	ENSECAT00000020868
ENSECAG00000019548	ENSECAT00000020681
ENSECAG00000019549	ENSECAT00000020702
ENSECAG00000019550	ENSECAT00000020684
ENSECAG00000019551	ENSECAT00000020765
ENSECAG00000019552	ENSECAT00000021093
ENSECAG00000019553	ENSECAT00000020903
ENSECAG00000019554	ENSECAT00000020999
ENSECAG00000019554	ENSECAT00000021004
ENSECAG00000019555	ENSECAT00000020867
ENSECAG00000019556	ENSECAT00000020843
ENSECAG00000019557	ENSECAT00000021336
ENSECAG00000019558	ENSECAT00000020795
ENSECAG00000019559	ENSECAT00000021085
ENSECAG00000019559	ENSECAT00000021088
ENSECAG00000019560	ENSECAT00000020908
ENSECAG00000019561	ENSECAT00000020703
ENSECAG00000019562	ENSECAT00000020706
ENSECAG00000019563	ENSECAT00000020818
ENSECAG00000019564	ENSECAT00000020907
ENSECAG00000019565	ENSECAT00000020798
ENSECAG00000019566	ENSECAT00000020866
ENSECAG00000019567	ENSECAT00000021387
ENSECAG00000019568	ENSECAT00000020847
ENSECAG00000019569	ENSECAT00000020716
ENSECAG00000019570	ENSECAT00000021061
ENSECAG00000019571	ENSECAT00000020721
ENSECAG00000019573	ENSECAT00000020785
ENSECAG00000019574	ENSECAT00000020945
ENSECAG00000019575	ENSECAT00000020860
ENSECAG00000019576	ENSECAT00000020713
ENSECAG00000019577	ENSECAT00000021188
ENSECAG00000019578	ENSECAT00000020740
ENSECAG00000019579	ENSECAT00000021122
ENSECAG00000019580	ENSECAT00000020724
ENSECAG00000019581	ENSECAT00000021158
ENSECAG00000019582	ENSECAT00000021063
ENSECAG00000019583	ENSECAT00000021062
ENSECAG00000019584	ENSECAT00000020735
ENSECAG00000019585	ENSECAT00000020793
ENSECAG00000019586	ENSECAT00000020723
ENSECAG00000019587	ENSECAT00000020834
ENSECAG00000019588	ENSECAT00000020750
ENSECAG00000019589	ENSECAT00000020808
ENSECAG00000019590	ENSECAT00000020967
ENSECAG00000019591	ENSECAT00000021322
ENSECAG00000019592	ENSECAT00000020728
ENSECAG00000019593	ENSECAT00000021368
ENSECAG00000019594	ENSECAT00000020991
ENSECAG00000019595	ENSECAT00000020733
ENSECAG00000019596	ENSECAT00000020800
ENSECAG00000019597	ENSECAT00000020822
ENSECAG00000019598	ENSECAT00000020922
ENSECAG00000019598	ENSECAT00000020961
ENSECAG00000019599	ENSECAT00000020738
ENSECAG00000019600	ENSECAT00000020771
ENSECAG00000019601	ENSECAT00000021248
ENSECAG00000019602	ENSECAT00000021014
ENSECAG00000019603	ENSECAT00000020776
ENSECAG00000019604	ENSECAT00000020869
ENSECAG00000019605	ENSECAT00000020759
ENSECAG00000019606	ENSECAT00000020766
ENSECAG00000019607	ENSECAT00000021016
ENSECAG00000019608	ENSECAT00000020748
ENSECAG00000019609	ENSECAT00000020753
ENSECAG00000019609	ENSECAT00000020779
ENSECAG00000019610	ENSECAT00000020752
ENSECAG00000019611	ENSECAT00000020853
ENSECAG00000019612	ENSECAT00000020874
ENSECAG00000019613	ENSECAT00000020985
ENSECAG00000019614	ENSECAT00000020762
ENSECAG00000019614	ENSECAT00000020777
ENSECAG00000019615	ENSECAT00000020817
ENSECAG00000019616	ENSECAT00000021126
ENSECAG00000019617	ENSECAT00000021441
ENSECAG00000019618	ENSECAT00000021058
ENSECAG00000019619	ENSECAT00000021164
ENSECAG00000019620	ENSECAT00000020864
ENSECAG00000019621	ENSECAT00000020839
ENSECAG00000019621	ENSECAT00000020859
ENSECAG00000019622	ENSECAT00000020850
ENSECAG00000019623	ENSECAT00000020772
ENSECAG00000019624	ENSECAT00000021038
ENSECAG00000019625	ENSECAT00000020823
ENSECAG00000019626	ENSECAT00000020819
ENSECAG00000019627	ENSECAT00000020782
ENSECAG00000001697	ENSECAT00000001509
ENSECAG00000001697	ENSECAT00000028912
ENSECAG00000010768	ENSECAT00000014896
ENSECAG00000010768	ENSECAT00000004805
ENSECAG00000010768	ENSECAT00000011728
ENSECAG00000010768	ENSECAT00000028950
ENSECAG00000022696	ENSECAT00000024226
ENSECAG00000022696	ENSECAT00000029084
ENSECAG00000019629	ENSECAT00000020994
ENSECAG00000019630	ENSECAT00000020788
ENSECAG00000019631	ENSECAT00000021201
ENSECAG00000019632	ENSECAT00000021084
ENSECAG00000019633	ENSECAT00000020855
ENSECAG00000019634	ENSECAT00000021148
ENSECAG00000019636	ENSECAT00000020811
ENSECAG00000019637	ENSECAT00000020872
ENSECAG00000019638	ENSECAT00000020909
ENSECAG00000019639	ENSECAT00000021045
ENSECAG00000019640	ENSECAT00000020937
ENSECAG00000019641	ENSECAT00000021457
ENSECAG00000019642	ENSECAT00000020828
ENSECAG00000019643	ENSECAT00000020794
ENSECAG00000019644	ENSECAT00000020802
ENSECAG00000019645	ENSECAT00000020918
ENSECAG00000019646	ENSECAT00000021153
ENSECAG00000019646	ENSECAT00000021170
ENSECAG00000019647	ENSECAT00000020824
ENSECAG00000019648	ENSECAT00000021293
ENSECAG00000019649	ENSECAT00000021100
ENSECAG00000019650	ENSECAT00000021215
ENSECAG00000019651	ENSECAT00000020827
ENSECAG00000019652	ENSECAT00000020970
ENSECAG00000019654	ENSECAT00000021231
ENSECAG00000019655	ENSECAT00000020805
ENSECAG00000019656	ENSECAT00000020806
ENSECAG00000019657	ENSECAT00000020893
ENSECAG00000019658	ENSECAT00000021455
ENSECAG00000019659	ENSECAT00000020810
ENSECAG00000019660	ENSECAT00000020929
ENSECAG00000019661	ENSECAT00000021025
ENSECAG00000019662	ENSECAT00000020914
ENSECAG00000019663	ENSECAT00000020841
ENSECAG00000019664	ENSECAT00000021253
ENSECAG00000019664	ENSECAT00000021260
ENSECAG00000019665	ENSECAT00000021458
ENSECAG00000019666	ENSECAT00000021823
ENSECAG00000019666	ENSECAT00000021833
ENSECAG00000019666	ENSECAT00000021844
ENSECAG00000019667	ENSECAT00000021032
ENSECAG00000019668	ENSECAT00000021172
ENSECAG00000019669	ENSECAT00000021147
ENSECAG00000019669	ENSECAT00000021154
ENSECAG00000019670	ENSECAT00000021346
ENSECAG00000019671	ENSECAT00000021182
ENSECAG00000019672	ENSECAT00000020833
ENSECAG00000019673	ENSECAT00000021492
ENSECAG00000019673	ENSECAT00000021574
ENSECAG00000019674	ENSECAT00000020836
ENSECAG00000019675	ENSECAT00000021475
ENSECAG00000019676	ENSECAT00000020842
ENSECAG00000019677	ENSECAT00000020870
ENSECAG00000019678	ENSECAT00000020875
ENSECAG00000019679	ENSECAT00000020837
ENSECAG00000019680	ENSECAT00000020832
ENSECAG00000019681	ENSECAT00000021179
ENSECAG00000019681	ENSECAT00000021349
ENSECAG00000019682	ENSECAT00000021300
ENSECAG00000019683	ENSECAT00000020981
ENSECAG00000019684	ENSECAT00000020943
ENSECAG00000019685	ENSECAT00000022052
ENSECAG00000019685	ENSECAT00000022154
ENSECAG00000019686	ENSECAT00000020865
ENSECAG00000019687	ENSECAT00000021082
ENSECAG00000019687	ENSECAT00000021090
ENSECAG00000019688	ENSECAT00000020840
ENSECAG00000019689	ENSECAT00000020862
ENSECAG00000019690	ENSECAT00000021213
ENSECAG00000019691	ENSECAT00000021853
ENSECAG00000019691	ENSECAT00000021859
ENSECAG00000019692	ENSECAT00000020962
ENSECAG00000019693	ENSECAT00000020844
ENSECAG00000019694	ENSECAT00000021002
ENSECAG00000019695	ENSECAT00000021138
ENSECAG00000019696	ENSECAT00000021071
ENSECAG00000019696	ENSECAT00000021097
ENSECAG00000019696	ENSECAT00000021142
ENSECAG00000019697	ENSECAT00000020845
ENSECAG00000019698	ENSECAT00000020915
ENSECAG00000019699	ENSECAT00000020846
ENSECAG00000019700	ENSECAT00000021086
ENSECAG00000019700	ENSECAT00000021234
ENSECAG00000019701	ENSECAT00000020963
ENSECAG00000019702	ENSECAT00000021335
ENSECAG00000019703	ENSECAT00000020916
ENSECAG00000019704	ENSECAT00000021041
ENSECAG00000019705	ENSECAT00000021272
ENSECAG00000019706	ENSECAT00000024411
ENSECAG00000019707	ENSECAT00000020935
ENSECAG00000019708	ENSECAT00000021120
ENSECAG00000019708	ENSECAT00000021205
ENSECAG00000019709	ENSECAT00000020861
ENSECAG00000019710	ENSECAT00000020975
ENSECAG00000019711	ENSECAT00000020891
ENSECAG00000019712	ENSECAT00000020984
ENSECAG00000019713	ENSECAT00000021064
ENSECAG00000019714	ENSECAT00000021173
ENSECAG00000019715	ENSECAT00000020978
ENSECAG00000019716	ENSECAT00000021339
ENSECAG00000019717	ENSECAT00000020997
ENSECAG00000019718	ENSECAT00000021078
ENSECAG00000019718	ENSECAT00000021104
ENSECAG00000019719	ENSECAT00000020998
ENSECAG00000019720	ENSECAT00000020890
ENSECAG00000019721	ENSECAT00000020953
ENSECAG00000019722	ENSECAT00000021259
ENSECAG00000019723	ENSECAT00000020873
ENSECAG00000019724	ENSECAT00000022011
ENSECAG00000019725	ENSECAT00000020888
ENSECAG00000019726	ENSECAT00000020871
ENSECAG00000019727	ENSECAT00000020877
ENSECAG00000019728	ENSECAT00000021003
ENSECAG00000019729	ENSECAT00000020881
ENSECAG00000019730	ENSECAT00000020898
ENSECAG00000019731	ENSECAT00000020902
ENSECAG00000019732	ENSECAT00000020912
ENSECAG00000019733	ENSECAT00000020895
ENSECAG00000019734	ENSECAT00000020892
ENSECAG00000019735	ENSECAT00000021081
ENSECAG00000019736	ENSECAT00000021221
ENSECAG00000019737	ENSECAT00000021139
ENSECAG00000019738	ENSECAT00000020990
ENSECAG00000019739	ENSECAT00000021391
ENSECAG00000019740	ENSECAT00000020900
ENSECAG00000026924	ENSECAT00000029109
ENSECAG00000019742	ENSECAT00000020901
ENSECAG00000019743	ENSECAT00000020906
ENSECAG00000019744	ENSECAT00000020930
ENSECAG00000019745	ENSECAT00000021611
ENSECAG00000019745	ENSECAT00000021684
ENSECAG00000019746	ENSECAT00000021452
ENSECAG00000019746	ENSECAT00000021538
ENSECAG00000019747	ENSECAT00000020973
ENSECAG00000019748	ENSECAT00000020905
ENSECAG00000019749	ENSECAT00000021042
ENSECAG00000019750	ENSECAT00000021352
ENSECAG00000019750	ENSECAT00000021367
ENSECAG00000019751	ENSECAT00000020958
ENSECAG00000019752	ENSECAT00000020911
ENSECAG00000019753	ENSECAT00000021028
ENSECAG00000019754	ENSECAT00000020913
ENSECAG00000019755	ENSECAT00000021184
ENSECAG00000019755	ENSECAT00000021207
ENSECAG00000019756	ENSECAT00000021065
ENSECAG00000019756	ENSECAT00000021115
ENSECAG00000019756	ENSECAT00000021136
ENSECAG00000019756	ENSECAT00000021193
ENSECAG00000019756	ENSECAT00000021250
ENSECAG00000019756	ENSECAT00000021309
ENSECAG00000026819	ENSECAT00000028951
ENSECAG00000019758	ENSECAT00000021044
ENSECAG00000019759	ENSECAT00000020923
ENSECAG00000019760	ENSECAT00000020966
ENSECAG00000019761	ENSECAT00000020919
ENSECAG00000019762	ENSECAT00000021087
ENSECAG00000019763	ENSECAT00000021076
ENSECAG00000019764	ENSECAT00000020932
ENSECAG00000019765	ENSECAT00000020917
ENSECAG00000019766	ENSECAT00000021388
ENSECAG00000019767	ENSECAT00000020928
ENSECAG00000019768	ENSECAT00000021105
ENSECAG00000019769	ENSECAT00000021080
ENSECAG00000019770	ENSECAT00000020925
ENSECAG00000019771	ENSECAT00000020927
ENSECAG00000019772	ENSECAT00000021131
ENSECAG00000019773	ENSECAT00000020983
ENSECAG00000019774	ENSECAT00000020940
ENSECAG00000019775	ENSECAT00000021509
ENSECAG00000019776	ENSECAT00000020951
ENSECAG00000019777	ENSECAT00000020995
ENSECAG00000019778	ENSECAT00000020946
ENSECAG00000021934	ENSECAT00000023351
ENSECAG00000021934	ENSECAT00000029052
ENSECAG00000025071	ENSECAT00000028904
ENSECAG00000025071	ENSECAT00000027058
ENSECAG00000024397	ENSECAT00000028837
ENSECAG00000024397	ENSECAT00000026297
ENSECAG00000019780	ENSECAT00000021092
ENSECAG00000019781	ENSECAT00000021200
ENSECAG00000019782	ENSECAT00000021157
ENSECAG00000019783	ENSECAT00000021036
ENSECAG00000019784	ENSECAT00000020942
ENSECAG00000019786	ENSECAT00000020950
ENSECAG00000019788	ENSECAT00000021070
ENSECAG00000019789	ENSECAT00000021060
ENSECAG00000019790	ENSECAT00000021635
ENSECAG00000019790	ENSECAT00000021643
ENSECAG00000019791	ENSECAT00000021006
ENSECAG00000019792	ENSECAT00000020949
ENSECAG00000019793	ENSECAT00000020977
ENSECAG00000019794	ENSECAT00000020989
ENSECAG00000019795	ENSECAT00000021091
ENSECAG00000019796	ENSECAT00000020956
ENSECAG00000019797	ENSECAT00000021942
ENSECAG00000019798	ENSECAT00000020976
ENSECAG00000019799	ENSECAT00000020955
ENSECAG00000019800	ENSECAT00000021137
ENSECAG00000019801	ENSECAT00000021267
ENSECAG00000019802	ENSECAT00000021750
ENSECAG00000019803	ENSECAT00000021178
ENSECAG00000019804	ENSECAT00000021130
ENSECAG00000019805	ENSECAT00000021033
ENSECAG00000019806	ENSECAT00000020964
ENSECAG00000019807	ENSECAT00000021383
ENSECAG00000019808	ENSECAT00000021102
ENSECAG00000019809	ENSECAT00000020974
ENSECAG00000019810	ENSECAT00000021029
ENSECAG00000019812	ENSECAT00000021283
ENSECAG00000019812	ENSECAT00000021307
ENSECAG00000019813	ENSECAT00000021168
ENSECAG00000019814	ENSECAT00000021410
ENSECAG00000019815	ENSECAT00000021646
ENSECAG00000019816	ENSECAT00000021017
ENSECAG00000019817	ENSECAT00000021018
ENSECAG00000019818	ENSECAT00000021112
ENSECAG00000019819	ENSECAT00000021008
ENSECAG00000019820	ENSECAT00000020992
ENSECAG00000019821	ENSECAT00000021144
ENSECAG00000019822	ENSECAT00000021067
ENSECAG00000019823	ENSECAT00000021015
ENSECAG00000019824	ENSECAT00000021020
ENSECAG00000019825	ENSECAT00000020993
ENSECAG00000019826	ENSECAT00000021225
ENSECAG00000019827	ENSECAT00000021342
ENSECAG00000019827	ENSECAT00000021405
ENSECAG00000019828	ENSECAT00000022408
ENSECAG00000019828	ENSECAT00000022440
ENSECAG00000019829	ENSECAT00000021189
ENSECAG00000019830	ENSECAT00000021023
ENSECAG00000019831	ENSECAT00000021423
ENSECAG00000019832	ENSECAT00000021073
ENSECAG00000019833	ENSECAT00000021101
ENSECAG00000019834	ENSECAT00000021261
