ENSECAG00000000002	ENSG00000197713
ENSECAG00000021465	ENSG00000168002
ENSECAG00000021466	ENSG00000149577
ENSECAG00000021468	ENSG00000121577
ENSECAG00000021470	ENSG00000116176
ENSECAG00000021471	ENSG00000176444
ENSECAG00000021472	ENSG00000162384
ENSECAG00000021473	ENSG00000138073
ENSECAG00000021474	ENSG00000075886
ENSECAG00000021475	ENSG00000116266
ENSECAG00000021476	ENSG00000118113
ENSECAG00000021477	ENSG00000167792
ENSECAG00000021478	ENSG00000161960
ENSECAG00000021479	ENSG00000008311
ENSECAG00000021480	ENSG00000189144
ENSECAG00000021481	ENSG00000180616
ENSECAG00000021482	ENSG00000162227
ENSECAG00000021483	ENSG00000176986
ENSECAG00000021484	ENSG00000135048
ENSECAG00000021485	ENSG00000175820
ENSECAG00000021486	ENSG00000131381
ENSECAG00000021487	ENSG00000166436
ENSECAG00000021488	ENSG00000281320
ENSECAG00000021489	ENSG00000050748
ENSECAG00000021490	ENSG00000279906
ENSECAG00000021492	ENSG00000239900
ENSECAG00000021493	ENSG00000100387
ENSECAG00000017272	ENSG00000140386
ENSECAG00000017272	ENSG00000140386
ENSECAG00000017272	ENSG00000140386
ENSECAG00000018255	ENSG00000255346
ENSECAG00000018255	ENSG00000255346
ENSECAG00000021496	ENSG00000178821
ENSECAG00000021497	ENSG00000134531
ENSECAG00000021498	ENSG00000071189
ENSECAG00000021499	ENSG00000012223
ENSECAG00000021500	ENSG00000103145
ENSECAG00000021501	ENSG00000140740
ENSECAG00000021502	ENSG00000118960
ENSECAG00000021503	ENSG00000213190
ENSECAG00000021504	ENSG00000141255
ENSECAG00000021505	ENSG00000169967
ENSECAG00000021507	ENSG00000168468
ENSECAG00000021508	ENSG00000163138
ENSECAG00000021510	ENSG00000221944
ENSECAG00000021513	ENSG00000131115
ENSECAG00000021514	ENSG00000148985
ENSECAG00000021515	ENSG00000012124
ENSECAG00000021516	ENSG00000159708
ENSECAG00000021517	ENSG00000136933
ENSECAG00000021518	ENSG00000196502
ENSECAG00000021520	ENSG00000143036
ENSECAG00000021521	ENSG00000170653
ENSECAG00000021522	ENSG00000099203
ENSECAG00000021523	ENSG00000161594
ENSECAG00000021525	ENSG00000077238
ENSECAG00000021528	ENSG00000108175
ENSECAG00000021529	ENSG00000106462
ENSECAG00000021530	ENSG00000102898
ENSECAG00000021531	ENSG00000148204
ENSECAG00000021532	ENSG00000178522
ENSECAG00000021533	ENSG00000156265
ENSECAG00000021534	ENSG00000108381
ENSECAG00000021537	ENSG00000143107
ENSECAG00000021538	ENSG00000169607
ENSECAG00000021540	ENSG00000147246
ENSECAG00000021541	ENSG00000112232
ENSECAG00000021542	ENSG00000138463
ENSECAG00000021543	ENSG00000124762
ENSECAG00000021544	ENSG00000135472
ENSECAG00000021545	ENSG00000170873
ENSECAG00000021545	ENSG00000170873
ENSECAG00000021545	ENSG00000170873
ENSECAG00000021547	ENSG00000141622
ENSECAG00000021548	ENSG00000132128
ENSECAG00000021549	ENSG00000172421
ENSECAG00000021550	ENSG00000165061
ENSECAG00000021551	ENSG00000183520
ENSECAG00000021552	ENSG00000203867
ENSECAG00000021554	ENSG00000075886
ENSECAG00000021555	ENSG00000072071
ENSECAG00000021555	ENSG00000072071
ENSECAG00000021555	ENSG00000072071
ENSECAG00000021556	ENSG00000166211
ENSECAG00000016058	ENSG00000134905
ENSECAG00000016058	ENSG00000134905
ENSECAG00000026997	ENSG00000134873
ENSECAG00000021560	ENSG00000168038
ENSECAG00000021561	ENSG00000152234
ENSECAG00000021563	ENSG00000069493
ENSECAG00000021564	ENSG00000135040
ENSECAG00000021565	ENSG00000198650
ENSECAG00000021567	ENSG00000108523
ENSECAG00000021568	ENSG00000188676
ENSECAG00000021570	ENSG00000020256
ENSECAG00000021572	ENSG00000050327
ENSECAG00000021573	ENSG00000188917
ENSECAG00000021576	ENSG00000102683
ENSECAG00000021577	ENSG00000146530
ENSECAG00000021578	ENSG00000165794
ENSECAG00000021579	ENSG00000143442
ENSECAG00000021580	ENSG00000257017
ENSECAG00000021582	ENSG00000263956
ENSECAG00000021583	ENSG00000163431
ENSECAG00000026977	ENSG00000171431
ENSECAG00000021585	ENSG00000279906
ENSECAG00000021586	ENSG00000165140
ENSECAG00000021588	ENSG00000109323
ENSECAG00000021589	ENSG00000002933
ENSECAG00000021590	ENSG00000009950
ENSECAG00000021591	ENSG00000135454
ENSECAG00000021592	ENSG00000174428
ENSECAG00000021593	ENSG00000139719
ENSECAG00000021594	ENSG00000162738
ENSECAG00000021595	ENSG00000119812
ENSECAG00000021596	ENSG00000168928
ENSECAG00000021598	ENSG00000178381
ENSECAG00000021599	ENSG00000172878
ENSECAG00000021600	ENSG00000122121
ENSECAG00000021601	ENSG00000123992
ENSECAG00000021602	ENSG00000169116
ENSECAG00000021603	ENSG00000043462
ENSECAG00000021604	ENSG00000104213
ENSECAG00000021605	ENSG00000171357
ENSECAG00000021606	ENSG00000167716
ENSECAG00000021607	ENSG00000204193
ENSECAG00000021609	ENSG00000138449
ENSECAG00000021610	ENSG00000062194
ENSECAG00000021611	ENSG00000070748
ENSECAG00000021612	ENSG00000078618
ENSECAG00000021613	ENSG00000018408
ENSECAG00000021614	ENSG00000133119
ENSECAG00000021615	ENSG00000126067
ENSECAG00000021617	ENSG00000135916
ENSECAG00000021618	ENSG00000124721
ENSECAG00000021618	ENSG00000124721
ENSECAG00000021619	ENSG00000206457
ENSECAG00000021620	ENSG00000100983
ENSECAG00000021621	ENSG00000120162
ENSECAG00000021622	ENSG00000116874
ENSECAG00000021626	ENSG00000137992
ENSECAG00000021627	ENSG00000281917
ENSECAG00000021628	ENSG00000162571
ENSECAG00000021628	ENSG00000162571
ENSECAG00000021628	ENSG00000162571
ENSECAG00000021629	ENSG00000145741
ENSECAG00000021630	ENSG00000146166
ENSECAG00000021630	ENSG00000146166
ENSECAG00000021631	ENSG00000213923
ENSECAG00000021632	ENSG00000140557
ENSECAG00000021633	ENSG00000147896
ENSECAG00000021634	ENSG00000164638
ENSECAG00000021636	ENSG00000055609
ENSECAG00000021637	ENSG00000008018
ENSECAG00000021638	ENSG00000170324
ENSECAG00000021639	ENSG00000039537
ENSECAG00000021641	ENSG00000124104
ENSECAG00000021642	ENSG00000143479
ENSECAG00000021643	ENSG00000145721
ENSECAG00000021644	ENSG00000182223
ENSECAG00000021645	ENSG00000106078
ENSECAG00000021646	ENSG00000137460
ENSECAG00000021647	ENSG00000211689
ENSECAG00000021648	ENSG00000184436
ENSECAG00000021649	ENSG00000130818
ENSECAG00000021649	ENSG00000130818
ENSECAG00000021650	ENSG00000143155
ENSECAG00000021651	ENSG00000141458
ENSECAG00000021652	ENSG00000127328
ENSECAG00000021653	ENSG00000165124
ENSECAG00000021653	ENSG00000165124
ENSECAG00000021654	ENSG00000145248
ENSECAG00000021655	ENSG00000151612
ENSECAG00000021657	ENSG00000115524
ENSECAG00000021658	ENSG00000011052
ENSECAG00000021659	ENSG00000187860
ENSECAG00000021660	ENSG00000185640
ENSECAG00000021661	ENSG00000116984
ENSECAG00000021661	ENSG00000116984
ENSECAG00000021662	ENSG00000117632
ENSECAG00000021663	ENSG00000198732
ENSECAG00000021664	ENSG00000050327
ENSECAG00000021665	ENSG00000164023
ENSECAG00000021666	ENSG00000176105
ENSECAG00000021667	ENSG00000242852
ENSECAG00000021667	ENSG00000242852
ENSECAG00000021668	ENSG00000152953
ENSECAG00000021670	ENSG00000099998
ENSECAG00000021671	ENSG00000158125
ENSECAG00000021671	ENSG00000158125
ENSECAG00000021671	ENSG00000158125
ENSECAG00000021672	ENSG00000197746
ENSECAG00000021673	ENSG00000180758
ENSECAG00000021674	ENSG00000118514
ENSECAG00000021675	ENSG00000168487
ENSECAG00000021675	ENSG00000168487
ENSECAG00000021675	ENSG00000168487
ENSECAG00000026905	ENSG00000145592
ENSECAG00000004364	ENSG00000089101
ENSECAG00000004364	ENSG00000089101
ENSECAG00000021678	ENSG00000138801
ENSECAG00000021679	ENSG00000059758
ENSECAG00000021680	ENSG00000164603
ENSECAG00000021681	ENSG00000153930
ENSECAG00000021682	ENSG00000158901
ENSECAG00000021683	ENSG00000282992
ENSECAG00000021684	ENSG00000213853
ENSECAG00000021685	ENSG00000118655
ENSECAG00000021686	ENSG00000092201
ENSECAG00000021687	ENSG00000143125
ENSECAG00000021688	ENSG00000136098
ENSECAG00000021689	ENSG00000106484
ENSECAG00000021690	ENSG00000145494
ENSECAG00000021691	ENSG00000104140
ENSECAG00000021692	ENSG00000144015
ENSECAG00000021693	ENSG00000198898
ENSECAG00000021694	ENSG00000167740
ENSECAG00000021695	ENST00000312711
ENSECAG00000021698	ENSG00000124313
ENSECAG00000021698	ENSG00000124313
ENSECAG00000021699	ENSG00000274211
ENSECAG00000026851	ENSG00000130283
ENSECAG00000026897	ENSG00000134056
ENSECAG00000026912	ENSG00000153044
ENSECAG00000026820	ENSG00000250722
ENSECAG00000021702	ENSG00000073150
ENSECAG00000021703	ENSG00000163623
ENSECAG00000021704	ENSG00000135766
ENSECAG00000021705	ENSG00000156482
ENSECAG00000021706	ENSG00000136643
ENSECAG00000021707	ENSG00000258366
ENSECAG00000021707	ENSG00000258366
ENSECAG00000021707	ENSG00000258366
ENSECAG00000021707	ENSG00000258366
ENSECAG00000021708	ENSG00000188820
ENSECAG00000021710	ENSG00000172543
ENSECAG00000021711	ENSG00000282966
ENSECAG00000021712	ENSG00000064655
ENSECAG00000021714	ENSG00000133030
ENSECAG00000021715	ENSG00000253831
ENSECAG00000021716	ENSG00000153395
ENSECAG00000021717	ENSG00000124664
ENSECAG00000021720	ENSG00000173145
ENSECAG00000021721	ENSG00000197375
ENSECAG00000021722	ENSG00000177674
ENSECAG00000021724	ENSG00000240505
ENSECAG00000021725	ENSG00000114126
ENSECAG00000021726	ENSG00000172000
ENSECAG00000021727	ENSG00000176624
ENSECAG00000021728	ENSG00000196090
ENSECAG00000021729	ENSG00000139767
ENSECAG00000021731	ENSG00000184117
ENSECAG00000021732	ENSG00000108587
ENSECAG00000021733	ENSG00000118369
ENSECAG00000021734	ENSG00000131591
ENSECAG00000021735	ENSG00000080224
ENSECAG00000021736	ENSG00000105146
ENSECAG00000021738	ENSG00000176919
ENSECAG00000021739	ENSG00000168005
ENSECAG00000021742	ENSG00000197535
ENSECAG00000021742	ENSG00000197535
ENSECAG00000021742	ENSG00000197535
ENSECAG00000021744	ENSG00000164778
ENSECAG00000021745	ENSG00000115350
ENSECAG00000021746	ENSG00000164403
ENSECAG00000021749	ENSG00000160200
ENSECAG00000021750	ENSG00000235657
ENSECAG00000021751	ENSG00000142065
ENSECAG00000021752	ENSG00000165355
ENSECAG00000021753	ENSG00000100478
ENSECAG00000021754	ENSG00000072518
ENSECAG00000021756	ENSG00000009724
ENSECAG00000021758	ENSG00000118322
ENSECAG00000021759	ENSG00000277626
ENSECAG00000021760	ENSG00000187323
ENSECAG00000021762	ENSG00000181472
ENSECAG00000021764	ENSG00000161996
ENSECAG00000021765	ENSG00000100300
ENSECAG00000021766	ENSG00000106333
ENSECAG00000021767	ENSG00000105991
ENSECAG00000021768	ENSG00000106012
ENSECAG00000021770	ENSG00000160396
ENSECAG00000021771	ENSG00000185722
ENSECAG00000021772	ENSG00000173826
ENSECAG00000021773	ENSG00000114573
ENSECAG00000021774	ENSG00000164818
ENSECAG00000021775	ENSG00000170421
ENSECAG00000021775	ENSG00000170421
ENSECAG00000021775	ENSG00000170421
ENSECAG00000021776	ENSG00000081051
ENSECAG00000021777	ENSG00000282844
ENSECAG00000021778	ENSG00000118596
ENSECAG00000021780	ENSG00000116497
ENSECAG00000021781	ENSG00000100304
ENSECAG00000021782	ENSG00000156136
ENSECAG00000021783	ENSG00000184811
ENSECAG00000021784	ENSG00000145919
ENSECAG00000021785	ENSG00000235657
ENSECAG00000021787	ENSG00000166997
ENSECAG00000021788	ENSG00000166743
ENSECAG00000021788	ENSG00000166743
ENSECAG00000021789	ENSG00000101150
ENSECAG00000021789	ENSG00000101150
ENSECAG00000021790	ENSG00000113441
ENSECAG00000021791	ENSG00000136144
ENSECAG00000021792	ENSG00000177352
ENSECAG00000021794	ENSG00000167711
ENSECAG00000021795	ENSG00000204711
ENSECAG00000021796	ENSG00000239329
ENSECAG00000021797	ENSG00000122477
ENSECAG00000021798	ENSG00000122188
ENSECAG00000021799	ENSG00000124920
ENSECAG00000021799	ENSG00000124920
ENSECAG00000021800	ENSG00000263042
ENSECAG00000021801	ENSG00000165972
ENSECAG00000021802	ENSG00000205899
ENSECAG00000021803	ENSG00000173214
ENSECAG00000021804	ENSG00000197329
ENSECAG00000021805	ENSG00000172037
ENSECAG00000021806	ENSG00000272573
ENSECAG00000021807	ENSG00000196683
ENSECAG00000021809	ENSG00000176092
ENSECAG00000021810	ENSG00000151611
ENSECAG00000021812	ENSG00000172345
ENSECAG00000021813	ENSG00000176092
ENSECAG00000021813	ENSG00000176092
ENSECAG00000021814	ENSG00000136939
ENSECAG00000021815	ENSG00000110811
ENSECAG00000021815	ENSG00000110811
ENSECAG00000021816	ENSG00000134375
ENSECAG00000021817	ENSG00000126062
ENSECAG00000021818	ENSG00000122218
ENSECAG00000021819	ENSG00000131013
ENSECAG00000021820	ENSG00000124422
ENSECAG00000021821	ENSG00000134248
ENSECAG00000021822	ENSG00000091164
ENSECAG00000021823	ENSG00000228896
ENSECAG00000021824	ENSG00000139726
ENSECAG00000021826	ENSG00000030066
ENSECAG00000021830	ENSG00000197050
ENSECAG00000021833	ENSG00000136908
ENSECAG00000021834	ENSG00000164654
ENSECAG00000021835	ENSG00000060069
ENSECAG00000010901	ENSG00000169862
ENSECAG00000010901	ENSG00000169862
ENSECAG00000010901	ENSG00000169862
ENSECAG00000012069	ENSG00000145495
ENSECAG00000012069	ENSG00000145495
ENSECAG00000026861	ENSG00000214046
ENSECAG00000021838	ENSG00000214226
ENSECAG00000021839	ENSG00000163006
ENSECAG00000021840	ENSG00000089094
ENSECAG00000021841	ENSG00000087266
ENSECAG00000021842	ENSG00000196335
ENSECAG00000021843	ENSG00000276469
ENSECAG00000021844	ENSG00000129007
ENSECAG00000021845	ENSG00000128709
ENSECAG00000021846	ENSG00000089682
ENSECAG00000021847	ENSG00000106341
ENSECAG00000021849	ENSG00000003436
ENSECAG00000021850	ENSG00000113946
ENSECAG00000021851	ENSG00000153933
ENSECAG00000021852	ENSG00000130529
ENSECAG00000021853	ENSG00000188647
ENSECAG00000021854	ENSG00000118729
ENSECAG00000021855	ENSG00000109787
ENSECAG00000021856	ENSG00000117115
ENSECAG00000021857	ENSG00000198453
ENSECAG00000021858	ENSG00000279906
ENSECAG00000021859	ENSG00000147852
ENSECAG00000021861	ENSG00000165985
ENSECAG00000021864	ENSG00000140400
ENSECAG00000021864	ENSG00000140400
ENSECAG00000021865	ENSG00000111962
ENSECAG00000021867	ENSG00000125445
ENSECAG00000021868	ENSG00000115053
ENSECAG00000021869	ENSG00000163877
ENSECAG00000021874	ENSG00000100823
ENSECAG00000021875	ENSG00000106346
ENSECAG00000021876	ENSG00000171777
ENSECAG00000021877	ENSG00000151322
ENSECAG00000021880	ENSG00000107581
ENSECAG00000021882	ENSG00000164924
ENSECAG00000021883	ENSG00000279906
ENSECAG00000021884	ENSG00000101473
ENSECAG00000021885	ENSG00000066117
ENSECAG00000021886	ENSG00000163554
ENSECAG00000021887	ENSG00000116525
ENSECAG00000021888	ENSG00000151322
ENSECAG00000021889	ENSG00000159842
ENSECAG00000021890	ENSG00000145685
ENSECAG00000021891	ENSG00000001497
ENSECAG00000021891	ENSG00000001497
ENSECAG00000021892	ENSG00000204099
ENSECAG00000021893	ENSG00000134545
ENSECAG00000021894	ENSG00000100823
ENSECAG00000021895	ENSG00000145730
ENSECAG00000021895	ENSG00000145730
ENSECAG00000021895	ENSG00000145730
ENSECAG00000021896	ENSG00000156050
ENSECAG00000021897	ENSG00000173040
ENSECAG00000021898	ENSG00000129083
ENSECAG00000021899	ENSG00000162889
ENSECAG00000021900	ENSG00000061656
ENSECAG00000021901	ENSG00000136697
ENSECAG00000021902	ENSG00000106686
ENSECAG00000021903	ENSG00000058085
ENSECAG00000021904	ENSG00000278057
ENSECAG00000021905	ENSG00000159399
ENSECAG00000021905	ENSG00000159399
ENSECAG00000021906	ENSG00000121446
ENSECAG00000021907	ENSG00000131507
ENSECAG00000021909	ENSG00000185347
ENSECAG00000021909	ENSG00000185347
ENSECAG00000021909	ENSG00000185347
ENSECAG00000021910	ENSG00000204323
ENSECAG00000021912	ENSG00000172244
ENSECAG00000021913	ENSG00000106397
ENSECAG00000021914	ENSG00000154678
ENSECAG00000021915	ENSG00000279906
ENSECAG00000021916	ENSG00000168944
ENSECAG00000021917	ENSG00000148688
ENSECAG00000021919	ENSG00000177752
ENSECAG00000021920	ENSG00000266714
ENSECAG00000021921	ENSG00000085365
ENSECAG00000021923	ENSG00000188342
ENSECAG00000021924	ENSG00000132881
ENSECAG00000021925	ENSG00000174915
ENSECAG00000021926	ENSG00000115808
ENSECAG00000021927	ENSG00000063177
ENSECAG00000021928	ENSG00000119318
ENSECAG00000021929	ENSG00000087470
ENSECAG00000021930	ENSG00000055917
ENSECAG00000021932	ENST00000406164
ENSECAG00000021933	ENSG00000113492
ENSECAG00000021446	ENSG00000182771
ENSECAG00000021446	ENSG00000182771
ENSECAG00000021446	ENSG00000182771
ENSECAG00000009706	ENSG00000170776
ENSECAG00000009706	ENSG00000170776
ENSECAG00000009706	ENSG00000170776
ENSECAG00000021935	ENSG00000175820
ENSECAG00000021936	ENSG00000166349
ENSECAG00000021937	ENSG00000081721
ENSECAG00000021938	ENSG00000162520
ENSECAG00000021939	ENSG00000187866
ENSECAG00000021941	ENSG00000101109
ENSECAG00000021942	ENSG00000151287
ENSECAG00000021943	ENSG00000229183
ENSECAG00000021944	ENSG00000100473
ENSECAG00000021946	ENSG00000108639
ENSECAG00000021947	ENSG00000157653
ENSECAG00000021948	ENSG00000109390
ENSECAG00000021949	ENSG00000197275
ENSECAG00000021949	ENSG00000197275
ENSECAG00000021950	ENSG00000181163
ENSECAG00000021951	ENSG00000129667
ENSECAG00000021951	ENSG00000129667
ENSECAG00000021952	ENSG00000173988
ENSECAG00000021953	ENSG00000108309
ENSECAG00000021954	ENSG00000159593
ENSECAG00000021955	ENSG00000226807
ENSECAG00000021956	ENSG00000149806
ENSECAG00000021957	ENSG00000122779
ENSECAG00000026900	ENSG00000176563
ENSECAG00000021961	ENSG00000096996
ENSECAG00000006795	ENSG00000198626
ENSECAG00000006795	ENSG00000198626
ENSECAG00000006795	ENSG00000198626
ENSECAG00000006795	ENSG00000198626
ENSECAG00000006795	ENSG00000198626
ENSECAG00000006795	ENSG00000198626
ENSECAG00000016925	ENSG00000062650
ENSECAG00000016925	ENSG00000062650
ENSECAG00000021963	ENSG00000085998
ENSECAG00000021964	ENSG00000102048
ENSECAG00000021967	ENSG00000180251
ENSECAG00000021968	ENSG00000130066
ENSECAG00000021969	ENSG00000115221
ENSECAG00000021970	ENSG00000114395
ENSECAG00000021972	ENSG00000133195
ENSECAG00000021973	ENSG00000050344
ENSECAG00000021974	ENSG00000049192
ENSECAG00000021978	ENSG00000173626
ENSECAG00000021979	ENSG00000100065
ENSECAG00000021980	ENSG00000175879
ENSECAG00000021981	ENSG00000105583
ENSECAG00000021982	ENSG00000137492
ENSECAG00000021983	ENSG00000107187
ENSECAG00000021984	ENSG00000274523
ENSECAG00000021985	ENSG00000211800
ENSECAG00000021986	ENSG00000170445
ENSECAG00000021987	ENSG00000112144
ENSECAG00000021988	ENSG00000175097
ENSECAG00000021989	ENSG00000107201
ENSECAG00000021990	ENSG00000167186
ENSECAG00000021991	ENSG00000180269
ENSECAG00000021992	ENSG00000151005
ENSECAG00000021993	ENSG00000023909
ENSECAG00000021994	ENSG00000167671
ENSECAG00000021995	ENSG00000003056
ENSECAG00000021996	ENSG00000160271
ENSECAG00000021996	ENSG00000160271
ENSECAG00000021997	ENSG00000244462
ENSECAG00000021998	ENSG00000173531
ENSECAG00000021999	ENSG00000078369
ENSECAG00000022001	ENSG00000130803
ENSECAG00000022002	ENSG00000211802
ENSECAG00000022003	ENSG00000197142
ENSECAG00000022004	ENSG00000204176
ENSECAG00000022004	ENSG00000204176
ENSECAG00000022005	ENSG00000111642
ENSECAG00000022006	ENSG00000117143
ENSECAG00000022006	ENSG00000117143
ENSECAG00000022007	ENSG00000169432
ENSECAG00000022010	ENSG00000117010
ENSECAG00000022011	ENSG00000118507
ENSECAG00000022012	ENSG00000211803
ENSECAG00000022013	ENSG00000166352
ENSECAG00000022014	ENSG00000162437
ENSECAG00000022015	ENSG00000108839
ENSECAG00000022016	ENSG00000125814
ENSECAG00000022017	ENSG00000111241
ENSECAG00000022018	ENSG00000132481
ENSECAG00000022019	ENSG00000147677
ENSECAG00000022020	ENSG00000221944
ENSECAG00000022022	ENSG00000158850
ENSECAG00000022023	ENSG00000197622
ENSECAG00000022024	ENSG00000265241
ENSECAG00000022025	ENSG00000102098
ENSECAG00000022027	ENSG00000100601
ENSECAG00000022028	ENSG00000147894
ENSECAG00000022029	ENSG00000064218
ENSECAG00000022030	ENSG00000004848
ENSECAG00000026974	ENSG00000185298
ENSECAG00000026880	ENSG00000257949
ENSECAG00000022033	ENSG00000173769
ENSECAG00000022035	ENSG00000111404
ENSECAG00000022036	ENSG00000146910
ENSECAG00000022037	ENSG00000125398
ENSECAG00000022038	ENSG00000136261
ENSECAG00000022039	ENSG00000187815
ENSECAG00000022042	ENSG00000198805
ENSECAG00000022043	ENSG00000184863
ENSECAG00000022044	ENSG00000143443
ENSECAG00000022045	ENSG00000067334
ENSECAG00000022046	ENSG00000203985
ENSECAG00000022047	ENSG00000189058
ENSECAG00000022048	ENSG00000100994
ENSECAG00000022049	ENSG00000143499
ENSECAG00000022050	ENSG00000122986
ENSECAG00000022050	ENSG00000122986
ENSECAG00000022051	ENSG00000111640
ENSECAG00000022052	ENSG00000162994
ENSECAG00000008538	ENSG00000128487
ENSECAG00000008538	ENSG00000128487
ENSECAG00000026875	ENSG00000214087
ENSECAG00000022055	ENSG00000105997
ENSECAG00000022056	ENSG00000184154
ENSECAG00000022057	ENSG00000122507
ENSECAG00000022058	ENSG00000122417
ENSECAG00000022059	ENSG00000136997
ENSECAG00000022060	ENSG00000164933
ENSECAG00000022061	ENSG00000198824
ENSECAG00000022062	ENSG00000137463
ENSECAG00000022063	ENSG00000011198
ENSECAG00000022064	ENSG00000114107
ENSECAG00000022066	ENSG00000136021
ENSECAG00000022067	ENSG00000171097
ENSECAG00000022068	ENSG00000049449
ENSECAG00000022069	ENSG00000123570
ENSECAG00000022070	ENSG00000154217
ENSECAG00000022071	ENSG00000169918
ENSECAG00000022072	ENST00000553034
ENSECAG00000022073	ENSG00000146021
ENSECAG00000022074	ENSG00000170162
ENSECAG00000022074	ENSG00000170162
ENSECAG00000022075	ENSG00000196642
ENSECAG00000022076	ENSG00000135924
ENSECAG00000022077	ENSG00000109381
ENSECAG00000022077	ENSG00000109381
ENSECAG00000022078	ENSG00000182022
ENSECAG00000022080	ENSG00000149357
ENSECAG00000022081	ENSG00000227345
ENSECAG00000022082	ENSG00000047621
ENSECAG00000022083	ENSG00000206379
ENSECAG00000022085	ENSG00000101425
ENSECAG00000022087	ENSG00000089169
ENSECAG00000022088	ENSG00000023892
ENSECAG00000022089	ENSG00000145439
ENSECAG00000022090	ENSG00000197763
ENSECAG00000022091	ENSG00000100823
ENSECAG00000022092	ENSG00000159210
ENSECAG00000022093	ENSG00000142583
ENSECAG00000022094	ENSG00000106436
ENSECAG00000022096	ENSG00000279906
ENSECAG00000022097	ENSG00000198947
ENSECAG00000022099	ENSG00000104442
ENSECAG00000022100	ENSG00000109016
ENSECAG00000022103	ENSG00000100241
ENSECAG00000022103	ENSG00000100241
ENSECAG00000022104	ENSG00000145217
ENSECAG00000022106	ENSG00000129071
ENSECAG00000022107	ENSG00000168679
ENSECAG00000022108	ENSG00000136122
ENSECAG00000022109	ENSG00000013374
ENSECAG00000022110	ENSG00000171456
ENSECAG00000022111	ENSG00000181924
ENSECAG00000022112	ENSG00000134262
ENSECAG00000022113	ENSG00000104325
ENSECAG00000022114	ENSG00000157954
ENSECAG00000022114	ENSG00000157954
ENSECAG00000022115	ENSG00000175581
ENSECAG00000022117	ENSG00000132694
ENSECAG00000022117	ENSG00000132694
ENSECAG00000022117	ENSG00000132694
ENSECAG00000022117	ENSG00000132694
ENSECAG00000022118	ENSG00000131203
ENSECAG00000022119	ENSG00000135248
ENSECAG00000022120	ENSG00000182944
ENSECAG00000022120	ENSG00000182944
ENSECAG00000022121	ENSG00000010319
ENSECAG00000022122	ENSG00000178028
ENSECAG00000022123	ENSG00000144031
ENSECAG00000022125	ENSG00000118194
ENSECAG00000022126	ENSG00000166796
ENSECAG00000022127	ENSG00000011422
ENSECAG00000022128	ENSG00000148357
ENSECAG00000022129	ENSG00000128652
ENSECAG00000022130	ENSG00000157184
ENSECAG00000022132	ENSG00000070886
ENSECAG00000022133	ENSG00000256713
ENSECAG00000021494	ENSG00000178502
ENSECAG00000021494	ENSG00000178502
ENSECAG00000011107	ENSG00000108819
ENSECAG00000011107	ENSG00000108819
ENSECAG00000022135	ENSG00000112299
ENSECAG00000022136	ENSG00000104671
ENSECAG00000022137	ENSG00000138346
ENSECAG00000022137	ENSG00000138346
ENSECAG00000022137	ENSG00000138346
ENSECAG00000022139	ENSG00000174080
ENSECAG00000022141	ENSG00000145777
ENSECAG00000003985	ENSG00000119950
ENSECAG00000003985	ENSG00000119950
ENSECAG00000022144	ENSG00000185101
ENSECAG00000022145	ENSG00000115239
ENSECAG00000022149	ENSG00000138449
ENSECAG00000022149	ENSG00000138449
ENSECAG00000022150	ENSG00000175866
ENSECAG00000022151	ENSG00000007264
ENSECAG00000022152	ENSG00000158966
ENSECAG00000022153	ENSG00000184672
ENSECAG00000022154	ENSG00000108528
ENSECAG00000022155	ENSG00000127530
ENSECAG00000022156	ENSG00000137968
ENSECAG00000022156	ENSG00000137968
ENSECAG00000022158	ENSG00000119541
ENSECAG00000022160	ENSG00000169410
ENSECAG00000022162	ENSG00000065882
ENSECAG00000022162	ENSG00000065882
ENSECAG00000022163	ENSG00000081014
ENSECAG00000022164	ENSG00000113810
ENSECAG00000022165	ENSG00000091583
ENSECAG00000022166	ENSG00000131016
ENSECAG00000022167	ENSG00000100823
ENSECAG00000022168	ENSG00000183530
ENSECAG00000022169	ENSG00000148459
ENSECAG00000022171	ENSG00000106633
ENSECAG00000022172	ENSG00000241839
ENSECAG00000022172	ENSG00000241839
ENSECAG00000022174	ENSG00000197776
ENSECAG00000022175	ENSG00000171489
ENSECAG00000022176	ENSG00000056586
ENSECAG00000022177	ENSG00000164209
ENSECAG00000022177	ENSG00000164209
ENSECAG00000022178	ENSG00000147155
ENSECAG00000022179	ENSG00000149923
ENSECAG00000022180	ENSG00000163141
ENSECAG00000022181	ENSG00000167972
ENSECAG00000022182	ENSG00000276432
ENSECAG00000022184	ENSG00000183530
ENSECAG00000022185	ENSG00000196118
ENSECAG00000022186	ENSG00000143590
ENSECAG00000022187	ENSG00000125046
ENSECAG00000022188	ENSG00000085741
ENSECAG00000022189	ENSG00000101132
ENSECAG00000022190	ENSG00000141429
ENSECAG00000022191	ENSG00000177558
ENSECAG00000022192	ENSG00000175691
ENSECAG00000022193	ENSG00000100450
ENSECAG00000022194	ENSG00000076513
ENSECAG00000022196	ENSG00000149792
ENSECAG00000022197	ENSG00000164305
ENSECAG00000022198	ENSG00000134640
ENSECAG00000022199	ENSG00000126243
ENSECAG00000022200	ENSG00000280584
ENSECAG00000022202	ENSG00000111452
ENSECAG00000022202	ENSG00000111452
ENSECAG00000022203	ENSG00000115641
